year,state,property_damage,crop_damage
2018,Connecticut,15.00K,0.00K
2018,Wisconsin,10.00K,0.00K
2018,New York,100.00K,0.00K
2018,New York,500.00K,0.00K
2018,New York,500.00K,0.00K
2018,Wisconsin,10.00K,0.00K
2018,New York,50.00K,0.00K
2018,New Jersey,10.00K,0.00K
2018,New York,50.00K,0.00K
2018,New York,50.00K,0.00K
2018,New York,10.00K,0.00K
2018,Connecticut,2.00K,0.00K
2018,Connecticut,10.00K,0.00K
2018,Connecticut,2.00K,0.00K
2018,Nevada,3000.00K,0.00K
2018,New York,100.00K,0.00K
2018,South Carolina,20.00K,0.00K
2018,Connecticut,200.00K,0.00K
2018,New York,50.00K,0.00K
2018,Texas,25.00K,0.00K
2018,Wisconsin,10.00K,0.00K
2018,Wisconsin,5.00K,0.00K
2018,Florida,0.10K,0.00K
2018,Florida,0.10K,0.00K
2018,Connecticut,100.00K,0.00K
2018,Connecticut,100.00K,0.00K
2018,Connecticut,50.00K,0.00K
2018,Wisconsin,5.00K,0.00K
2018,Wisconsin,10.00K,0.00K
2018,New Jersey,100.00K,0.00K
2018,New Jersey,10.00K,0.00K
2018,New Jersey,50.00K,0.00K
2018,New York,50.00K,0.00K
2018,New York,50.00K,0.00K
2018,New York,100.00K,0.00K
2018,New York,100.00K,0.00K
2018,New York,10.00K,0.00K
2018,Connecticut,50.00K,0.00K
2018,Connecticut,50.00K,0.00K
2018,New Jersey,10.00K,0.00K
2018,Wisconsin,1.00K,0.00K
2018,New York,500.00K,0.00K
2018,Wisconsin,10.00K,0.00K
2018,Wisconsin,120.00K,0.00K
2018,Wisconsin,1.00K,0.00K
2018,Wisconsin,5.00K,0.00K
2018,Wisconsin,1.00K,0.00K
2018,Mississippi,5.00K,0.00K
2018,Mississippi,50.00K,0.00K
2018,Louisiana,35.00K,0.00K
2018,Ohio,25.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Florida,0.20K,0.00K
2018,Ohio,15.00K,0.00K
2018,Pennsylvania,2.00K,0.00K
2018,Ohio,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Ohio,1.00K,0.00K
2018,Ohio,1.00K,0.00K
2018,Ohio,5.00K,0.00K
2018,Tennessee,3.00K,0.00K
2018,Tennessee,10.00K,0.00K
2018,Virginia,5.00K,0.00K
2018,California,5.00K,0.00K
2018,Louisiana,25.00K,0.00K
2018,Missouri,250.00K,0.00K
2018,Alabama,0.20K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,5.00K,0.00K
2018,Florida,150.00K,0.00K
2018,Wisconsin,20.00K,0.00K
2018,Hawaii,10.00K,0.00K
2018,Florida,10.00K,0.00K
2018,Florida,20.00K,0.00K
2018,Arkansas,50.00K,0.00K
2018,North Carolina,25.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,30.00K,0.00K
2018,Tennessee,15.00K,0.00K
2018,Texas,0.00K,5.00K
2018,Texas,0.00K,5.00K
2018,Texas,0.00K,5.00K
2018,New York,20.00K,0.00K
2018,Wisconsin,5.00K,0.00K
2018,Tennessee,10.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,15.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,25.00K,0.00K
2018,Tennessee,15.00K,0.00K
2018,Florida,5.00K,0.00K
2018,Florida,2.00K,0.00K
2018,Florida,2.00K,0.00K
2018,Florida,15.00K,0.00K
2018,Texas,0.00K,5.00K
2018,Texas,0.00K,5.00K
2018,New York,20.00K,0.00K
2018,New York,20.00K,0.00K
2018,Wisconsin,4.90M,20.00K
2018,Wisconsin,1.00M,20.00K
2018,Mississippi,5.00K,0.00K
2018,Mississippi,25.00K,0.00K
2018,Nebraska,1.00K,1.00K
2018,Nebraska,1.00K,1.00K
2018,Nebraska,1.00K,1.00K
2018,Arkansas,2.00K,0.00K
2018,Arkansas,5.00K,0.00K
2018,Mississippi,3.00K,0.00K
2018,Mississippi,50.00K,0.00K
2018,Mississippi,50.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Arkansas,20.00K,0.00K
2018,Texas,5.00K,0.00K
2018,West Virginia,2.00K,0.00K
2018,West Virginia,1.00K,0.00K
2018,West Virginia,2.00K,0.00K
2018,Puerto Rico,1.00K,0.00K
2018,Puerto Rico,1.00K,0.00K
2018,Puerto Rico,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Arkansas,10.00K,0.00K
2018,Arkansas,25.00K,0.00K
2018,Nebraska,1.00M,
2018,Puerto Rico,1.00K,0.00K
2018,Puerto Rico,1.00K,0.00K
2018,California,2.00K,0.00K
2018,Mississippi,1.00K,0.00K
2018,Arkansas,50.00K,0.00K
2018,Arkansas,100.00K,0.00K
2018,Nebraska,1.00K,1.00K
2018,West Virginia,1.00K,0.00K
2018,Arkansas,1.00K,0.00K
2018,Arkansas,10.00K,0.00K
2018,Arkansas,20.00K,0.00K
2018,Arkansas,1.00K,0.00K
2018,West Virginia,1.00K,0.00K
2018,West Virginia,0.50K,0.00K
2018,Kentucky,1.00K,0.00K
2018,West Virginia,2.00K,0.00K
2018,West Virginia,10.00K,0.00K
2018,West Virginia,1.00K,0.00K
2018,West Virginia,10.00K,0.00K
2018,Texas,5.00K,0.00K
2018,Mississippi,12.00K,0.00K
2018,Idaho,1500.00K,0.00K
2018,Montana,5000.00K,0.00K
2018,Mississippi,50.00K,0.00K
2018,Ohio,5.00K,0.00K
2018,Ohio,5.00K,0.00K
2018,Montana,5000.00K,0.00K
2018,North Carolina,100.00K,0.00K
2018,North Carolina,5.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Alaska,2.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,North Carolina,1.00K,0.00K
2018,Massachusetts,5.50K,0.00K
2018,New York,15.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,15.00K,0.00K
2018,New York,15.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,Idaho,0.50K,0.00K
2018,New York,15.00K,0.00K
2018,New York,10.00K,0.00K
2018,Washington,5.00K,0.00K
2018,South Carolina,50.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,5.00K,0.00K
2018,New York,15.00K,0.00K
2018,New Mexico,50.00K,0.00K
2018,Washington,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Massachusetts,5.00K,0.00K
2018,Massachusetts,1.00K,0.00K
2018,Massachusetts,1.00K,0.00K
2018,Oregon,10.00K,0.00K
2018,Oregon,3.00K,0.00K
2018,Alabama,3.00K,0.00K
2018,New York,20.00K,0.00K
2018,New York,20.00K,0.00K
2018,New York,20.00K,0.00K
2018,New York,15.00K,0.00K
2018,New York,15.00K,0.00K
2018,Massachusetts,2.00K,0.00K
2018,Massachusetts,1.00K,0.00K
2018,Massachusetts,2.00K,0.00K
2018,Oregon,2.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Oregon,3.00K,
2018,Oregon,2.00K,0.00K
2018,Massachusetts,0.50K,0.00K
2018,Massachusetts,2.50K,0.00K
2018,Indiana,0.50K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,10.00K,0.00K
2018,Kentucky,100.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Iowa,75.00K,0.00K
2018,Kentucky,15.00K,0.00K
2018,Kentucky,25.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,50.00K,0.00K
2018,Connecticut,100.00K,0.00K
2018,Florida,100.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,Arkansas,20.00K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Kentucky,1.00K,0.00K
2018,North Carolina,5.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Florida,25.00K,0.00K
2018,Florida,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,500.00K,0.00K
2018,Florida,500.00K,0.00K
2018,Florida,20.00K,0.00K
2018,New York,1.00K,0.00K
2018,New York,1.00K,0.00K
2018,New York,1.00K,0.00K
2018,New York,1.00K,0.00K
2018,California,100.00K,0.00K
2018,Mississippi,1.00K,0.00K
2018,New York,1.00K,0.00K
2018,New York,5.00K,0.00K
2018,Tennessee,1.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,5.00K,0.00K
2018,Mississippi,30.00K,0.00K
2018,Arkansas,25.00K,0.00K
2018,Tennessee,1.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Wisconsin,5.00K,0.00K
2018,Mississippi,2.00K,0.00K
2018,Tennessee,2.00K,0.00K
2018,Wisconsin,20.00K,0.00K
2018,Idaho,5.00K,0.00K
2018,Texas,3.00K,0.00K
2018,Wisconsin,5.00K,0.00K
2018,Wisconsin,5.00K,0.00K
2018,Tennessee,1.00K,0.00K
2018,Louisiana,15.00K,0.00K
2018,Arkansas,20.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,California,0.10K,0.00K
2018,Texas,80.00K,0.00K
2018,Pennsylvania,2.00K,0.00K
2018,Texas,90.00K,0.00K
2018,Pennsylvania,1.00K,0.00K
2018,Pennsylvania,1.00K,0.00K
2018,West Virginia,2.00K,0.00K
2018,West Virginia,1.00K,0.00K
2018,West Virginia,1.00K,0.00K
2018,West Virginia,1.00K,0.00K
2018,Hawaii,0.00K,2.00K
2018,Hawaii,0.00K,3.00K
2018,Hawaii,10.00K,0.00K
2018,Texas,30.00K,0.00K
2018,Texas,2.00K,0.00K
2018,Texas,10.00K,0.00K
2018,Colorado,,1.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,1.50K,0.00K
2018,Missouri,5.00K,0.00K
2018,Missouri,5.00K,0.00K
2018,Idaho,0.50K,0.00K
2018,North Carolina,2.50K,0.00K
2018,Mississippi,10.00K,0.00K
2018,North Carolina,2.50K,0.00K
2018,Mississippi,4.00K,0.00K
2018,Mississippi,15.00K,0.00K
2018,Mississippi,100.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Mississippi,200.00K,0.00K
2018,Mississippi,15.00K,0.00K
2018,Mississippi,50.00K,0.00K
2018,Mississippi,50.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Louisiana,100.00K,0.00K
2018,Louisiana,50.00K,0.00K
2018,Louisiana,75.00K,0.00K
2018,Louisiana,200.00K,0.00K
2018,Louisiana,12.00K,0.00K
2018,Arkansas,150.00K,0.00K
2018,Arkansas,50.00K,0.00K
2018,Mississippi,200.00K,0.00K
2018,Alabama,0.20K,0.00K
2018,Alabama,0.20K,0.00K
2018,Alabama,0.20K,0.00K
2018,Arkansas,75.00K,0.00K
2018,Arkansas,100.00K,0.00K
2018,Arkansas,20.00K,0.00K
2018,Mississippi,1.00K,0.00K
2018,Mississippi,5.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Kansas,5.00K,0.00K
2018,Kansas,5.00K,0.00K
2018,Wisconsin,2.00K,5.00K
2018,Tennessee,5.00K,0.00K
2018,Tennessee,10.00K,0.00K
2018,Alabama,0.50K,
2018,Alabama,0.20K,
2018,Kansas,5.00K,0.00K
2018,Tennessee,2.00K,0.00K
2018,Tennessee,5.00K,0.00K
2018,Tennessee,20.00K,0.00K
2018,Tennessee,1.00K,0.00K
2018,Tennessee,0.50K,0.00K
2018,Tennessee,5.00K,0.00K
2018,California,2.00K,0.00K
2018,Louisiana,2.00K,0.00K
2018,New York,40.00K,0.00K
2018,Ohio,4.00K,0.00K
2018,Ohio,2.00K,0.00K
2018,Ohio,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,New York,1.00M,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,1.00K,0.00K
2018,Alabama,0.50K,0.00K
2018,New York,25.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,20.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,20.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,20.00K,0.00K
2018,New York,35.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,25.00K,0.00K
2018,New York,30.00K,0.00K
2018,New York,40.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,Vermont,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,North Carolina,10.00K,0.00K
2018,Texas,50.00K,
2018,Texas,50.00K,
2018,Vermont,10.00K,0.00K
2018,California,100.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Texas,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Pennsylvania,175.00K,0.00K
2018,Mississippi,30.00K,0.00K
2018,Maine,75.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Washington,200.00K,0.00K
2018,Washington,200.00K,0.00K
2018,Washington,200.00K,0.00K
2018,Mississippi,15.00K,0.00K
2018,New Hampshire,50.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Pennsylvania,150.00K,0.00K
2018,Ohio,300.00K,0.00K
2018,Ohio,200.00K,0.00K
2018,Ohio,150.00K,0.00K
2018,Pennsylvania,100.00K,0.00K
2018,Pennsylvania,100.00K,0.00K
2018,Louisiana,25.00K,0.00K
2018,Indiana,15.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Texas,75.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,California,1.00K,0.00K
2018,California,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Texas,20.00K,0.00K
2018,California,10.00K,0.00K
2018,California,25.00K,0.00K
2018,California,5.00K,0.00K
2018,California,75.00K,0.00K
2018,West Virginia,2.00K,0.00K
2018,Iowa,7.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Ohio,200.00K,0.00K
2018,Ohio,150.00K,0.00K
2018,Ohio,200.00K,0.00K
2018,Ohio,150.00K,0.00K
2018,Ohio,125.00K,0.00K
2018,Ohio,125.00K,0.00K
2018,Ohio,150.00K,0.00K
2018,Ohio,150.00K,0.00K
2018,Ohio,75.00K,0.00K
2018,Ohio,200.00K,0.00K
2018,Ohio,150.00K,0.00K
2018,Ohio,150.00K,0.00K
2018,Ohio,200.00K,0.00K
2018,Pennsylvania,150.00K,0.00K
2018,Pennsylvania,100.00K,0.00K
2018,Virginia,1.00K,
2018,California,1.00K,
2018,California,10.00K,0.00K
2018,Pennsylvania,40.00K,0.00K
2018,Arkansas,40.00K,0.00K
2018,Texas,50.00K,0.00K
2018,Missouri,100.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Vermont,5.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Illinois,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,California,1.00K,0.00K
2018,California,1.00K,0.00K
2018,California,1.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Indiana,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,3.00K,0.00K
2018,Kentucky,3.00K,0.00K
2018,Mississippi,15.00K,0.00K
2018,Arkansas,5.00K,0.00K
2018,Kentucky,2.00K,0.00K
2018,Ohio,1.00K,0.00K
2018,West Virginia,2.00K,0.00K
2018,Arkansas,10.00K,0.00K
2018,Ohio,1.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,Hawaii,15.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,New York,10.00K,0.00K
2018,Louisiana,15.00K,0.00K
2018,Louisiana,5.00K,0.00K
2018,Louisiana,2.00K,0.00K
2018,Texas,1.00M,0.00K
2018,Louisiana,5.00K,0.00K
2018,Virginia,75.00K,0.00K
2018,Virginia,10.00K,
2018,Maine,75.00K,0.00K
2018,Maine,150.00K,0.00K
2018,E Pacific,100.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Kansas,1.00K,
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Arkansas,50.00K,0.00K
2018,North Carolina,0.50K,0.00K
2018,California,10.00K,0.00K
2018,Ohio,25.00K,0.00K
2018,Ohio,15.00K,0.00K
2018,Pennsylvania,50.00K,0.00K
2018,New York,10.00K,0.00K
2018,Kentucky,0.50K,0.00K
2018,Washington,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,New York,50.00K,0.00K
2018,Vermont,150.00K,0.00K
2018,Vermont,50.00K,0.00K
2018,New York,150.00K,0.00K
2018,Louisiana,5.00K,0.00K
2018,Louisiana,15.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,10.00K,0.00K
2018,Mississippi,70.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Mississippi,20.00K,0.00K
2018,Arkansas,10.00K,0.00K
2018,Arkansas,10.00K,0.00K
2018,Louisiana,50.00K,0.00K
2018,Louisiana,20.00K,0.00K
2018,Louisiana,20.00K,0.00K
2018,Louisiana,50.00K,0.00K
2018,Louisiana,70.00K,0.00K
2018,Kansas,400.00K,
2018,Kansas,100.00K,0.00K
2018,Maine,750.00K,0.00K
2018,Maine,750.00K,0.00K
2018,Maine,125.00K,0.00K
2018,Maine,50.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,5.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,New York,10.00K,0.00K
2018,New York,10.00K,0.00K
2018,Ohio,5.00K,0.00K
2018,Ohio,5.00K,0.00K
2018,Ohio,0.50K,0.00K
2018,Washington,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,Kentucky,1.00K,0.00K
2018,New Hampshire,1.00M,0.00K
2018,American Samoa,27.00K,
2018,Alabama,0.50K,0.00K
2018,Virginia,5.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,Virginia,2.00K,0.00K
2018,New York,5.00K,0.00K
2018,New York,10.00K,0.00K
2018,Ohio,2.00K,0.00K
2018,West Virginia,5.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Virginia,30.00K,0.00K
2018,Wyoming,15.00K,0.00K
2018,American Samoa,30.00K,5.00K
2018,New York,35.00K,0.00K
2018,Texas,2.50M,0.00K
2018,Kansas,0.20K,0.00K
2018,Vermont,5.00K,0.00K
2018,Ohio,3.00K,0.00K
2018,Arkansas,50.00K,0.00K
2018,Arkansas,10.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Missouri,1.00K,0.00K
2018,Illinois,500.00K,0.00K
2018,Illinois,250.00K,0.00K
2018,Illinois,500.00K,0.00K
2018,Illinois,250.00K,0.00K
2018,Arkansas,3.00K,0.00K
2018,Mississippi,4.00K,0.00K
2018,Alabama,0.50K,0.00K
2018,Alabama,0.50K,0.00K
2018,Kentucky,15.00K,0.00K
2018,New York,40.00K,0.00K
2018,New York,35.00K,0.00K
2018,New York,35.00K,0.00K
2018,Texas,25.00K,
2018,Texas,15.00K,
2018,Texas,15.00K,0.00K
2018,Kansas,2.50K,0.00K
2018,Pennsylvania,1.30M,0.00K
2018,California,20.00K,0.00K
2018,Ohio,2.00K,0.00K
2018,Ohio,3.00K,0.00K
2018,Ohio,2.00K,0.00K
2018,Ohio,3.00K,0.00K
2018,Ohio,3.00K,0.00K
2018,New York,100.00K,0.00K
2018,Nevada,1.00K,0.00K
2018,Nevada,1.00K,0.00K
2018,Nevada,1.00K,0.00K
2018,Virginia,18.00K,
2018,Virginia,10.00K,
2018,Virginia,50.00K,
2018,North Carolina,500.00K,
2018,West Virginia,1.50K,
2018,New Hampshire,1.30M,0.00K
2018,New Hampshire,300.00K,0.00K
2018,New Hampshire,100.00K,0.00K
2018,Ohio,100.00K,0.00K
2018,Ohio,150.00K,0.00K
2018,Ohio,100.00K,0.00K
2018,Ohio,200.00K,0.00K
2018,Pennsylvania,100.00K,0.00K
2018,Pennsylvania,150.00K,0.00K
