year,state,property_damage
2015,Idaho,8.00K
2015,Idaho,10.00K
2015,Missouri,10.00K
2015,Vermont,5.00K
2015,New York,15.00K
2015,Massachusetts,5.00K
2015,Massachusetts,5.00K
2015,Indiana,1.50K
2015,Indiana,3.00K
2015,Indiana,5.00K
2015,Indiana,5.00K
2015,Ohio,10.00K
2015,Ohio,1.50K
2015,Ohio,4.00K
2015,Louisiana,25.00K
2015,Vermont,5.00K
2015,Vermont,5.00K
2015,Florida,3.00K
2015,Florida,3.00K
2015,Massachusetts,200.00K
2015,Arizona,50.00K
2015,Arizona,250.00K
2015,New York,15.00K
2015,North Carolina,1.00K
2015,Alabama,200.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,10.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,10.00K
2015,New York,20.00K
2015,Vermont,5.00K
2015,Vermont,5.00K
2015,Vermont,10.00K
2015,Vermont,5.00K
2015,Vermont,10.00K
2015,Vermont,10.00K
2015,Vermont,5.00K
2015,Arkansas,20.00K
2015,Arkansas,50.00K
2015,Arkansas,10.00K
2015,Arkansas,10.00K
2015,California,100.00K
2015,California,100.00K
2015,Vermont,5.00K
2015,Vermont,5.00K
2015,Vermont,5.00K
2015,New York,20.00K
2015,New York,20.00K
2015,Louisiana,20.00K
2015,Vermont,10.00K
2015,Vermont,10.00K
2015,Vermont,10.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,10.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,2.00K
2015,Pennsylvania,10.00K
2015,Pennsylvania,5.00K
2015,Michigan,3.00K
2015,Tennessee,3.00K
2015,Georgia,50.00K
2015,Georgia,20.00K
2015,Massachusetts,3.00K
2015,Massachusetts,15.00K
2015,Massachusetts,35.00K
2015,Massachusetts,10.00K
2015,Massachusetts,20.00K
2015,Massachusetts,20.00K
2015,New York,45.00K
2015,New York,45.00K
2015,New York,20.00K
2015,Vermont,20.00K
2015,Vermont,20.00K
2015,North Carolina,1.00K
2015,North Carolina,2.00K
2015,Ohio,1.50K
2015,Ohio,1.00K
2015,Pennsylvania,5.00K
2015,Arizona,1.00K
2015,Arizona,25.00K
2015,Arizona,5.00K
2015,New York,50.00K
2015,Georgia,1.50K
2015,California,100.00K
2015,South Carolina,0.50K
2015,South Carolina,0.50K
2015,South Carolina,0.50K
2015,South Carolina,0.50K
2015,South Carolina,0.50K
2015,Vermont,20.00K
2015,Vermont,15.00K
2015,Vermont,15.00K
2015,Texas,6.00K
2015,Vermont,25.00K
2015,New York,15.00K
2015,Vermont,5.00K
2015,Vermont,5.00K
2015,Vermont,5.00K
2015,Vermont,5.00K
2015,Idaho,3.00K
2015,Florida,3.00K
2015,Florida,3.00K
2015,Florida,5.00K
2015,Massachusetts,35.00K
2015,Massachusetts,40.00K
2015,Kansas,3.00M
2015,Arkansas,30.00K
2015,Arkansas,5.00K
2015,Ohio,1.00K
2015,Ohio,2.00K
2015,Kentucky,5.00K
2015,Kentucky,5.00K
2015,Kentucky,3.00K
2015,Kentucky,3.00K
2015,Ohio,4.00K
2015,New York,20.00K
2015,New York,20.00K
2015,California,25.00K
2015,Texas,100.00K
2015,New York,5.00K
2015,New York,5.00K
2015,New York,5.00K
2015,Ohio,3.00K
2015,Ohio,2.00K
2015,Ohio,15.00K
2015,Ohio,4.00K
2015,Ohio,1.00K
2015,Arkansas,10.00K
2015,Arkansas,30.00K
2015,Arkansas,50.00K
2015,Arkansas,20.00K
2015,Kansas,0.50M
2015,North Carolina,2.50K
2015,North Carolina,20.00K
2015,Ohio,10.00K
2015,Ohio,3.00K
2015,Ohio,5.00K
2015,Ohio,4.00K
2015,Ohio,10.00K
2015,Ohio,2.00K
2015,Missouri,5.00K
2015,Pennsylvania,10.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,15.00K
2015,Pennsylvania,15.00K
2015,Pennsylvania,10.00K
2015,Pennsylvania,20.00K
2015,North Carolina,40.00K
2015,New York,20.00K
2015,Alaska,10.00K
2015,Louisiana,3.00K
2015,Ohio,5.00K
2015,Ohio,1.00K
2015,Ohio,1.00K
2015,Ohio,25.00K
2015,Ohio,0.50K
2015,Ohio,0.50K
2015,Ohio,0.50K
2015,Ohio,1.00K
2015,Missouri,2.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,5.00K
2015,Louisiana,50.00K
2015,Florida,3.00K
2015,Massachusetts,10.00K
2015,Arkansas,20.00K
2015,Arkansas,20.00K
2015,Arkansas,20.00K
2015,New York,20.00K
2015,New York,15.00K
2015,Arkansas,100.00K
2015,Ohio,0.50K
2015,Ohio,0.50K
2015,Ohio,1.00K
2015,Ohio,1.50K
2015,Ohio,1.00K
2015,Ohio,2.00K
2015,Ohio,0.50K
2015,Ohio,4.00K
2015,Ohio,1.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,2.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,10.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,8.00K
2015,Pennsylvania,10.00K
2015,Ohio,11.00K
2015,Ohio,3.00K
2015,Ohio,2.00K
2015,Ohio,2.00K
2015,West Virginia,1.00K
2015,West Virginia,1.00K
2015,New York,5.00K
2015,New York,5.00K
2015,New York,5.00K
2015,New York,5.00K
2015,New York,5.00K
2015,New York,15.00K
2015,Florida,5.00K
2015,Florida,3.00K
2015,Florida,3.00K
2015,Arizona,0.50K
2015,Ohio,2.00K
2015,Ohio,5.00K
2015,Kentucky,1.00K
2015,Kentucky,1.50K
2015,Kentucky,3.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Kentucky,4.00K
2015,Indiana,7.00K
2015,West Virginia,1.00K
2015,Pennsylvania,2.00K
2015,Ohio,16.00K
2015,Ohio,12.00K
2015,Ohio,10.00K
2015,South Carolina,3.00K
2015,South Carolina,2.00K
2015,South Carolina,3.00K
2015,South Carolina,2.00K
2015,Arkansas,30.00K
2015,New York,5.00K
2015,Alabama,10.00K
2015,Alabama,0.50K
2015,Alabama,1.00K
2015,Maine,5.00K
2015,New York,35.00K
2015,New York,20.00K
2015,New York,30.00K
2015,South Carolina,1.00K
2015,South Carolina,14.00K
2015,South Carolina,4.00K
2015,South Carolina,4.00K
2015,Idaho,2.00K
2015,Idaho,3.00K
2015,Ohio,30.00K
2015,Ohio,1.50K
2015,Ohio,6.00K
2015,Ohio,8.00K
2015,South Carolina,12.00K
2015,South Carolina,2.00K
2015,South Carolina,0.50K
2015,South Carolina,0.50K
2015,South Carolina,1.00K
2015,South Carolina,2.00K
2015,Florida,3.00K
2015,Florida,3.00K
2015,Florida,10.00K
2015,Georgia,1.00K
2015,North Carolina,5.00K
2015,North Carolina,5.00K
2015,North Carolina,5.00K
2015,Ohio,6.00K
2015,Ohio,1.00K
2015,Idaho,10.00K
2015,Pennsylvania,30.00K
2015,Pennsylvania,25.00K
2015,Pennsylvania,25.00K
2015,Pennsylvania,5.00K
2015,South Carolina,10.00K
2015,South Carolina,3.00K
2015,South Carolina,8.00K
2015,South Carolina,12.00K
2015,Georgia,24.00K
2015,South Carolina,2.00K
2015,South Carolina,3.00K
2015,South Carolina,3.00K
2015,Florida,50.00K
2015,Kansas,2.50K
2015,Arkansas,30.00K
2015,Arkansas,30.00K
2015,Arkansas,30.00K
2015,Alabama,1.00K
2015,Georgia,10.00K
2015,Georgia,1.00K
2015,Georgia,1.00K
2015,Maine,100.00K
2015,New York,30.00K
2015,New York,15.00K
2015,New York,20.00K
2015,New York,25.00K
2015,New York,20.00K
2015,Georgia,3.00K
2015,North Carolina,2.50K
2015,Indiana,4.00K
2015,Indiana,1.00K
2015,Indiana,1.00K
2015,Indiana,2.50K
2015,Indiana,0.50K
2015,Ohio,3.00K
2015,Ohio,4.00K
2015,Ohio,3.00K
2015,Ohio,2.00K
2015,Idaho,10.00K
2015,Ohio,5.00K
2015,Pennsylvania,2.00K
2015,Pennsylvania,2.00K
2015,Pennsylvania,10.00K
2015,Florida,5.00K
2015,Massachusetts,5.00K
2015,Ohio,10.00K
2015,Ohio,0.25K
2015,Ohio,1.00K
2015,Ohio,5.00K
2015,Ohio,1.00K
2015,Ohio,0.50K
2015,Ohio,5.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,15.00K
2015,Arkansas,20.00K
2015,Arkansas,30.00K
2015,Arkansas,30.00K
2015,Ohio,200.00K
2015,New York,20.00K
2015,Georgia,3.00K
2015,Georgia,3.00K
2015,Minnesota,100.00K
2015,Virginia,2.00K
2015,Virginia,2.00K
2015,Virginia,20.00K
2015,South Carolina,0.50K
2015,South Carolina,0.50K
2015,Alabama,10.00K
2015,Alabama,10.00K
2015,Alabama,3.00K
2015,Massachusetts,5.00K
2015,Arkansas,100.00K
2015,North Carolina,3.00K
2015,Missouri,10.00K
2015,Missouri,5.00K
2015,Missouri,5.00K
2015,Virginia,2.00K
2015,Virginia,1.00K
2015,Florida,15.00K
2015,Arkansas,20.00K
2015,Arkansas,30.00K
2015,Arkansas,20.00K
2015,North Carolina,20.00K
2015,Ohio,3.00K
2015,Missouri,5.00K
2015,Missouri,10.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,5.00K
2015,Georgia,10.00K
2015,South Carolina,4.00K
2015,South Carolina,8.00K
2015,South Carolina,24.00K
2015,South Carolina,4.00K
2015,Florida,5.00K
2015,North Carolina,5.00K
2015,North Carolina,2.50K
2015,North Carolina,2.50K
2015,North Carolina,2.50K
2015,Ohio,2.50K
2015,Pennsylvania,50.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,50.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,25.00K
2015,Pennsylvania,5.00K
2015,Virginia,1.00K
2015,South Carolina,3.00K
2015,South Carolina,2.00K
2015,South Carolina,3.00K
2015,Massachusetts,5.00K
2015,Massachusetts,5.00K
2015,Massachusetts,5.00K
2015,Massachusetts,1.00K
2015,Florida,3.00K
2015,Rhode Island,5.00K
2015,Massachusetts,15.00K
2015,Massachusetts,5.00K
2015,Connecticut,40.00K
2015,Connecticut,15.00K
2015,Rhode Island,5.00K
2015,Arkansas,40.00K
2015,Arkansas,20.00K
2015,Alabama,2.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,5.00K
2015,Pennsylvania,10.00K
2015,Arizona,30.00K
2015,Arizona,8.00K
2015,South Carolina,5.00K
2015,Wisconsin,10.00K
2015,Wisconsin,1.00K
2015,Wisconsin,20.00K
2015,Wisconsin,10.00K
2015,Wisconsin,1.00K
2015,Wisconsin,5.00K
2015,Wisconsin,20.00K
2015,Kentucky,17.50K
2015,Wisconsin,10.00K
2015,Ohio,10.00K
2015,Wisconsin,3.00K
2015,Wisconsin,8.00K
2015,Wisconsin,1.00K
2015,Wisconsin,10.00K
2015,Wisconsin,10.00K
2015,Wisconsin,5.00K
2015,Texas,10.00K
2015,Nevada,1.00K
2015,Nevada,1.00K
2015,Nevada,3.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Colorado,500.00K
2015,Texas,1.00M
2015,Georgia,5.00K
2015,Georgia,8.00K
2015,Maryland,1.00K
2015,Ohio,3.00K
2015,Florida,500.00K
2015,Virginia,1.00K
2015,Kentucky,1.00K
2015,Minnesota,5.00K
2015,Virginia,1.00K
2015,Maryland,1.00K
2015,Texas,40.00M
2015,Texas,300.00K
2015,Pennsylvania,1.00K
2015,Pennsylvania,2.00K
2015,Pennsylvania,2.00K
2015,Kansas,25.00K
2015,Kansas,25.00K
2015,Kansas,25.00K
2015,Kansas,250.00K
2015,Kansas,5.00K
2015,Texas,1.00K
2015,Texas,200.00K
2015,Kansas,1.50M
2015,Kansas,1.25M
2015,Nebraska,250.00K
2015,Nebraska,1.50M
2015,Wisconsin,10.00K
2015,Wisconsin,4.00K
2015,Wisconsin,1.00K
2015,Ohio,75.00K
2015,Wisconsin,10.00K
2015,Wisconsin,20.00K
2015,Pennsylvania,0.50K
2015,Pennsylvania,0.50K
2015,Pennsylvania,0.50K
2015,Tennessee,5.00K
2015,Indiana,5.00K
2015,Texas,12.00K
2015,Illinois,100.00K
2015,Illinois,50.00K
2015,Nebraska,100.00K
2015,Nebraska,100.00K
2015,New Jersey,0.50K
2015,New Jersey,0.50K
2015,Kentucky,1.00K
2015,Texas,10.00K
2015,Texas,1.00K
2015,Kentucky,1.00K
2015,Ohio,5.00K
2015,Ohio,3.00K
2015,Ohio,2.00K
2015,Ohio,3.00K
2015,Ohio,2.00K
2015,Ohio,1.00K
2015,Ohio,1.00K
2015,Oklahoma,500.00K
2015,Oklahoma,50.00K
2015,Oklahoma,30.00K
2015,Oklahoma,20.00K
2015,Pennsylvania,0.50K
2015,New Jersey,0.50K
2015,Kentucky,1.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Virginia,2.00K
2015,Virginia,1.00K
2015,Georgia,6.00K
2015,Georgia,15.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Wisconsin,20.00K
2015,Wyoming,1.50M
2015,Wyoming,50.00K
2015,Georgia,3.00K
2015,Georgia,4.00K
2015,Georgia,100.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Georgia,10.00K
2015,Virginia,1.00K
2015,Virginia,2.00K
2015,Virginia,2.00K
2015,Virginia,1.00K
2015,Georgia,1.00K
2015,Georgia,16.00K
2015,Georgia,4.00K
2015,Texas,2.00K
2015,Texas,50.00K
2015,Kansas,250.00K
2015,Texas,50.00K
2015,Michigan,40.00K
2015,Texas,15.00K
2015,New Mexico,6.20K
2015,Indiana,3.00K
2015,West Virginia,2.00K
2015,Pennsylvania,3.00K
2015,Tennessee,10.00K
2015,Kentucky,1.00K
2015,Indiana,6.00K
2015,Texas,100.00K
2015,Texas,15.00K
2015,Illinois,10.00K
2015,Kentucky,1.00K
2015,California,0.10K
2015,Washington,0.50K
2015,Washington,0.50K
2015,Texas,8.00K
2015,Kentucky,1.00K
2015,Ohio,1.00K
2015,Oklahoma,50.00K
2015,Oklahoma,40.00K
2015,Missouri,1.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Texas,25.00K
2015,Maryland,1.00K
2015,Virginia,2.00K
2015,Georgia,100.00K
2015,Wisconsin,20.00K
2015,Wisconsin,2.00K
2015,Wisconsin,5.00K
2015,Wisconsin,10.00K
2015,Wisconsin,5.00K
2015,Texas,25.00M
2015,Texas,20.00M
2015,Texas,100.00M
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Texas,5.00K
2015,Texas,2.00K
2015,Georgia,1.00K
2015,Georgia,10.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Georgia,110.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Texas,0.75K
2015,Texas,1.00K
2015,Ohio,15.00K
2015,Ohio,50.00K
2015,Ohio,25.00K
2015,Delaware,30.00K
2015,Nebraska,1.50M
2015,Nebraska,500.00K
2015,Nebraska,1.50M
2015,Nebraska,500.00K
2015,Nebraska,75.00K
2015,Tennessee,5.00K
2015,Pennsylvania,1.00K
2015,Ohio,15.00K
2015,Ohio,40.00K
2015,Virginia,1.00K
2015,Nebraska,10.00K
2015,Nebraska,25.00K
2015,Nebraska,40.00K
2015,Illinois,5.00K
2015,Texas,16.00K
2015,New Mexico,1.00K
2015,Texas,0.25K
2015,Texas,2.00K
2015,Texas,0.25K
2015,Texas,5.00K
2015,Texas,5.00K
2015,Texas,7.00K
2015,North Carolina,10.00M
2015,Washington,3.00K
2015,Tennessee,2.00K
2015,Tennessee,2.00K
2015,Tennessee,5.00K
2015,Tennessee,2.00K
2015,Indiana,0.50K
2015,Texas,200.00K
2015,Texas,15.00K
2015,Texas,15.00K
2015,Texas,4.00K
2015,Kentucky,1.00K
2015,Ohio,200.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,South Carolina,32.00K
2015,South Carolina,10.00K
2015,Ohio,3.00K
2015,Kentucky,1.00K
2015,Texas,50.00K
2015,Texas,500.00K
2015,Texas,100.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Virginia,2.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Georgia,4.00K
2015,Georgia,4.00K
2015,Georgia,20.00K
2015,Georgia,15.00K
2015,Georgia,4.00K
2015,Georgia,2.00K
2015,Wisconsin,2.00K
2015,Wisconsin,0.50K
2015,Wyoming,5.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Texas,0.50K
2015,Mississippi,9.00K
2015,Maryland,1.00K
2015,Pennsylvania,1.00K
2015,Pennsylvania,0.50K
2015,Pennsylvania,1.00K
2015,Pennsylvania,0.50K
2015,Pennsylvania,1.50K
2015,Pennsylvania,1.00K
2015,Ohio,600.00K
2015,Kentucky,1.00K
2015,Missouri,100.00K
2015,Ohio,1.00K
2015,Ohio,5.00K
2015,Texas,20.00K
2015,Texas,30.00K
2015,Kentucky,1.00K
2015,Ohio,50.00K
2015,Nebraska,25.00K
2015,Nebraska,25.00K
2015,South Carolina,14.00K
2015,Texas,10.00K
2015,Texas,10.00K
2015,Texas,100.00K
2015,Pennsylvania,1.00K
2015,Pennsylvania,5.00K
2015,Illinois,60.00K
2015,District Of Columbia,1.00K
2015,Ohio,120.00K
2015,Pennsylvania,2.00K
2015,Pennsylvania,2.00K
2015,Pennsylvania,1.00K
2015,West Virginia,15.00K
2015,Texas,3.00K
2015,Texas,15.00K
2015,Illinois,75.00K
2015,Tennessee,2.00K
2015,Tennessee,2.00K
2015,Tennessee,8.00K
2015,Texas,1.00K
2015,Texas,1.00K
2015,Indiana,1.00K
2015,Indiana,1.00K
2015,Texas,100.00K
2015,Kentucky,1.00K
2015,Washington,0.01K
2015,Washington,8.00K
2015,Kentucky,1.00K
2015,Ohio,4.00K
2015,Ohio,1.00K
2015,Ohio,5.00K
2015,Ohio,3.00K
2015,Ohio,1.00K
2015,Ohio,2.00K
2015,Ohio,3.00K
2015,Oklahoma,15.00K
2015,Texas,15.00K
2015,New Jersey,0.50K
2015,New Jersey,0.50K
2015,Kentucky,1.00K
2015,Maryland,3.00K
2015,Maryland,5.00K
2015,Virginia,1.00K
2015,Georgia,6.00K
2015,Georgia,4.00K
2015,Wisconsin,0.50K
2015,Wisconsin,1.00K
2015,Wisconsin,1.00K
2015,Florida,5.00K
2015,New York,1.50K
2015,Maryland,1.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Kentucky,1.00K
2015,Kentucky,15.00K
2015,Ohio,20.00K
2015,Ohio,15.00K
2015,Nebraska,10.00K
2015,Nebraska,45.00K
2015,Ohio,3.00K
2015,Pennsylvania,1.50K
2015,Pennsylvania,2.00K
2015,Pennsylvania,2.00K
2015,Ohio,18.00K
2015,West Virginia,1.00K
2015,West Virginia,20.00K
2015,Pennsylvania,5.00K
2015,Texas,120.00K
2015,Texas,10.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Maryland,1.00K
2015,Maryland,2.00K
2015,Maryland,2.00K
2015,Nebraska,10.00K
2015,Nebraska,10.00K
2015,Nebraska,40.00K
2015,Illinois,20.00K
2015,Kansas,20.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Tennessee,5.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Arkansas,25.00K
2015,Louisiana,50.00K
2015,Kentucky,1.00K
2015,Oklahoma,2.00K
2015,Washington,200.00K
2015,Kentucky,1.00K
2015,Ohio,5.00K
2015,Texas,250.00K
2015,Virginia,1.00K
2015,Georgia,4.00K
2015,Georgia,7.00K
2015,Georgia,12.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Georgia,4.00K
2015,Ohio,70.00K
2015,Georgia,8.00K
2015,Kansas,2.00K
2015,Kansas,5.00K
2015,Texas,20.00K
2015,Texas,90.00K
2015,Texas,3.50M
2015,Ohio,5.00K
2015,Virginia,5.00K
2015,Ohio,20.00K
2015,Pennsylvania,5.00K
2015,Maryland,2.00K
2015,Texas,0.20K
2015,Texas,0.50K
2015,Nebraska,5.00K
2015,Iowa,15.00K
2015,Montana,1.00K
2015,West Virginia,15.00K
2015,West Virginia,15.00K
2015,Arkansas,5.00K
2015,Arkansas,50.00K
2015,Illinois,40.00K
2015,Texas,15.00K
2015,Texas,10.00K
2015,Texas,15.00K
2015,Texas,5.00K
2015,Virginia,10.00K
2015,Virginia,5.00K
2015,Virginia,2.00K
2015,Tennessee,5.00K
2015,Tennessee,5.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Indiana,1.00K
2015,Michigan,2.00K
2015,Kentucky,1.00K
2015,New Jersey,0.50K
2015,New Jersey,0.50K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Kentucky,3.00K
2015,Illinois,20.00K
2015,Washington,10.00K
2015,Washington,200.00K
2015,Kentucky,1.00K
2015,Ohio,5.00K
2015,Kentucky,2.00K
2015,Kentucky,3.00K
2015,Kentucky,1.00K
2015,Kentucky,2.00K
2015,Indiana,1.00K
2015,Indiana,2.00K
2015,Indiana,4.00K
2015,Florida,0.50K
2015,Kentucky,1.00K
2015,Maryland,500.00K
2015,West Virginia,2.00K
2015,Virginia,1.00K
2015,Virginia,1.00K
2015,Georgia,1.00M
2015,Georgia,2.30M
2015,Ohio,15.00K
2015,Ohio,20.00K
2015,Texas,5.00K
2015,Texas,5.00K
2015,Maryland,0.50K
2015,Maryland,1.00K
2015,Kansas,50.00K
2015,Missouri,1.00K
2015,Texas,30.00K
2015,Kentucky,1.00K
2015,Pennsylvania,1.00K
2015,Kansas,5.00K
2015,Pennsylvania,1.00K
2015,West Virginia,15.00K
2015,Ohio,85.00K
2015,Illinois,10.00K
2015,Illinois,2.00K
2015,Illinois,50.00K
2015,Illinois,2.00K
2015,Illinois,50.00K
2015,Illinois,2.00K
2015,Illinois,45.00K
2015,Illinois,2.00K
2015,Maryland,1.00K
2015,Pennsylvania,0.50K
2015,Pennsylvania,1.00K
2015,Pennsylvania,0.50K
2015,Colorado,5.00K
2015,Wisconsin,10.00K
2015,Wisconsin,10.00K
2015,Wisconsin,5.00K
2015,Kansas,50.00K
2015,Texas,5.00K
2015,Illinois,150.00K
2015,Nebraska,1.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Tennessee,8.00K
2015,Texas,25.00K
2015,Kentucky,1.00K
2015,Kentucky,1.00K
2015,Kentucky,10.00K
2015,Kentucky,1.00K
2015,Texas,5.00K
2015,Tennessee,6.00K
2015,Kentucky,18.00K
2015,Kentucky,1.00K
2015,Indiana,4.00K
2015,Indiana,3.00K
2015,Kentucky,1.00K
2015,Florida,1.00K
2015,New Jersey,0.50K
2015,Kentucky,1.00K
2015,Georgia,25.00K
2015,Georgia,6.00K
2015,Georgia,8.00K
2015,Virginia,1.00K
2015,Georgia,10.00K
2015,Missouri,5.00K
2015,Wisconsin,5.00K
2015,Texas,5.00K
2015,Texas,8.00K
2015,Ohio,10.00K
