year,state,property_damage,crop_damage
2016,Florida,1.00K,0.00K
2016,Florida,25.00K,0.00K
2016,Georgia,2.00K,0.00K
2016,Georgia,1.00K,0.00K
2016,Georgia,20.00K,0.00K
2016,New York,30.00K,0.00K
2016,New York,25.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,30.00K,0.00K
2016,Florida,4.00K,0.00K
2016,Iowa,1.00K,0.00K
2016,South Dakota,15.00K,0.00K
2016,South Dakota,10.00K,0.00K
2016,Florida,3.00K,0.00K
2016,Georgia,20.00K,0.00K
2016,Alabama,3.00K,0.00K
2016,Alabama,3.00K,0.00K
2016,Florida,20.00K,0.00K
2016,New York,35.00K,0.00K
2016,New York,45.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,15.00K,0.00K
2016,Florida,3.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,15.00K,0.00K
2016,Missouri,5.00K,0.00K
2016,Iowa,5.00K,0.00K
2016,Washington,1.00K,0.00K
2016,Ohio,2.00K,0.00K
2016,Arizona,2.00K,0.00K
2016,Mississippi,10.00K,0.00K
2016,Mississippi,2.00K,0.00K
2016,Mississippi,15.00K,0.00K
2016,Mississippi,15.00K,0.00K
2016,New York,30.00K,0.00K
2016,Ohio,1.00K,0.00K
2016,Ohio,1.00K,0.00K
2016,New York,20.00K,0.00K
2016,Florida,5.00K,0.00K
2016,Florida,3.00K,0.00K
2016,Florida,4.00K,0.00K
2016,Alabama,3.00K,0.00K
2016,Mississippi,7.00K,0.00K
2016,Mississippi,15.00K,0.00K
2016,Mississippi,18.00K,0.00K
2016,Mississippi,5.00K,0.00K
2016,New York,18.00K,0.00K
2016,New York,30.00K,0.00K
2016,New York,20.00K,0.00K
2016,New York,15.00K,0.00K
2016,Texas,2.00K,0.00K
2016,Texas,3.00K,0.00K
2016,Oregon,5.00K,0.00K
2016,Florida,3.00K,0.00K
2016,New York,25.00K,0.00K
2016,Iowa,5.00K,0.00K
2016,Florida,5.00K,0.00K
2016,Florida,2.00K,0.00K
2016,South Carolina,0.50K,0.00K
2016,Georgia,25.00K,0.00K
2016,Georgia,2.00K,0.00K
2016,New York,20.00K,0.00K
2016,New York,30.00K,0.00K
2016,New York,25.00K,0.00K
2016,New York,30.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,25.00K,0.00K
2016,New York,25.00K,0.00K
2016,South Dakota,50.00K,0.00K
2016,Arkansas,250.00K,0.00K
2016,Georgia,50.00K,0.00K
2016,Alabama,20.00K,0.00K
2016,New York,18.00K,0.00K
2016,Florida,1.00K,0.00K
2016,Georgia,28.00K,0.00K
2016,West Virginia,2.00K,0.00K
2016,West Virginia,20.00K,0.00K
2016,New York,15.00K,0.00K
2016,West Virginia,1.00K,0.00K
2016,West Virginia,1.00K,0.00K
2016,Georgia,1.00K,0.00K
2016,Georgia,1.00K,0.00K
2016,Georgia,1.00K,0.00K
2016,Tennessee,5.00K,0.00K
2016,Georgia,50.00K,0.00K
2016,Florida,2.00K,0.00K
2016,Florida,50.00K,0.00K
2016,West Virginia,5.00K,0.00K
2016,Florida,2.00K,0.00K
2016,Florida,2.00K,0.00K
2016,Louisiana,1.00K,0.00K
2016,Louisiana,3.00K,0.00K
2016,Louisiana,1.00K,0.00K
2016,Florida,2.00K,0.00K
2016,South Carolina,20.00K,
2016,New York,15.00K,0.00K
2016,Ohio,1.00K,0.00K
2016,New York,25.00K,0.00K
2016,Ohio,90.00K,0.00K
2016,Washington,0.20K,0.00K
2016,Washington,5.00K,0.00K
2016,New York,15.00K,0.00K
2016,West Virginia,1.00K,0.00K
2016,West Virginia,5.00K,0.00K
2016,West Virginia,2.00K,0.00K
2016,New Jersey,5.00K,0.00K
2016,Ohio,2.00K,0.00K
2016,Idaho,12.00K,0.00K
2016,Kentucky,15.00K,0.00K
2016,Virginia,15.00K,0.00K
2016,Washington,3.50K,0.00K
2016,Washington,5.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,15.00K,0.00K
2016,Georgia,300.00K,0.00K
2016,New York,10.00K,0.00K
2016,West Virginia,475.00K,0.00K
2016,Kentucky,5.00K,0.00K
2016,New York,25.00K,0.00K
2016,Texas,100.00K,0.00K
2016,Alaska,15.00K,0.00K
2016,Nebraska,3.00K,0.00K
2016,Texas,500.00K,0.00K
2016,North Carolina,73.50M,20.00M
2016,North Carolina,1.00M,0.00K
2016,Alabama,5.00K,0.00K
2016,Illinois,1.00K,0.00K
2016,Nebraska,50.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Vermont,2.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,North Carolina,213.40M,20.00M
2016,Nevada,2.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Arizona,3.00K,0.00K
2016,California,5.00K,0.00K
2016,California,100.00K,0.00K
2016,California,50.00K,0.00K
2016,California,5.00K,0.00K
2016,California,10.00K,0.00K
2016,South Carolina,25.00K,
2016,South Carolina,50.00K,
2016,South Carolina,15.00K,
2016,California,5.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Arizona,50.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Michigan,25.00K,0.00K
2016,Michigan,25.00K,0.00K
2016,Michigan,25.00K,0.00K
2016,Michigan,25.00K,0.00K
2016,Nebraska,175.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Arizona,2.00K,0.00K
2016,Arizona,2.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Arizona,5.00K,0.00K
2016,California,2.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,North Carolina,100.00K,0.00K
2016,Alabama,0.50K,
2016,California,2.00K,0.00K
2016,California,1.00K,0.00K
2016,California,5.00K,0.00K
2016,California,1.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,South Carolina,50.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Arizona,2.00K,0.00K
2016,California,1.00K,0.00K
2016,California,25.00K,0.00K
2016,California,2.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,Oregon,30.00K,0.00K
2016,Illinois,1.00K,0.00K
2016,Illinois,15.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Arizona,1.00K,0.00K
2016,Alabama,50.00K,0.00K
2016,Nevada,1.00K,0.00K
2016,Nevada,100.00K,0.00K
2016,Nevada,4.00K,0.00K
2016,Nevada,1.00K,0.00K
2016,Vermont,15.00K,0.00K
2016,New York,5.00K,0.00K
2016,Georgia,0.50K,0.00K
2016,Illinois,10.00K,0.00K
2016,North Carolina,5.00K,0.00K
2016,North Carolina,5.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,Illinois,3.50K,0.00K
2016,Illinois,20.00K,0.00K
2016,Illinois,15.00K,0.00K
2016,North Carolina,2.50K,0.00K
2016,Georgia,3.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Michigan,25.00K,0.00K
2016,North Carolina,500.00K,0.00K
2016,North Carolina,500.00K,0.00K
2016,North Carolina,100.00K,0.00K
2016,North Carolina,75.00K,0.00K
2016,California,1.00K,0.00K
2016,California,1.00K,0.00K
2016,California,5.00K,0.00K
2016,California,10.00K,0.00K
2016,California,25.00K,0.00K
2016,Michigan,25.00K,0.00K
2016,Michigan,25.00K,0.00K
2016,Illinois,1.00K,0.00K
2016,Illinois,1.00K,0.00K
2016,North Carolina,500.00K,0.00K
2016,South Carolina,10.00K,0.00K
2016,North Carolina,20.00K,0.00K
2016,Nevada,5.00K,0.00K
2016,California,5.00K,0.00K
2016,Nevada,5.00K,0.00K
2016,Nevada,5.00K,0.00K
2016,Nevada,1.00K,0.00K
2016,Nevada,75.00K,0.00K
2016,Arizona,5.00K,0.00K
2016,Georgia,5.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,North Carolina,75.00K,0.00K
2016,Alabama,75.00K,0.00K
2016,North Carolina,75.00K,0.00K
2016,Arizona,100.00K,0.00K
2016,California,1.00K,0.00K
2016,California,2.00K,0.00K
2016,Nevada,250.00K,0.00K
2016,Alabama,50.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,North Carolina,69.10M,20.00M
2016,Pennsylvania,4.00K,0.00K
2016,Pennsylvania,4.00K,0.00K
2016,Illinois,800.00K,100.00K
2016,Illinois,750.00K,0.00K
2016,North Carolina,500.00K,0.00K
2016,Alabama,50.00K,0.00K
2016,Georgia,2.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Vermont,10.00K,0.00K
2016,Kansas,2.00K,0.00K
2016,Texas,7.00M,
2016,Nevada,10.00K,0.00K
2016,Nevada,100.00K,0.00K
2016,Texas,500.00K,50.00K
2016,Oklahoma,20.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,South Carolina,2.00K,0.00K
2016,Puerto Rico,2.00K,0.00K
2016,Puerto Rico,1.00K,0.00K
2016,Alabama,50.00K,0.00K
2016,New York,15.00K,0.00K
2016,Wyoming,5.00K,0.00K
2016,Kansas,15.00K,0.00K
2016,Oklahoma,1.00M,25.00K
2016,Oklahoma,10.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,35.00K,0.00K
2016,New York,20.00K,0.00K
2016,North Carolina,5.00K,0.00K
2016,New York,15.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,1.00K,0.00K
2016,Connecticut,5.00K,0.00K
2016,Massachusetts,10.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Rhode Island,5.00K,0.00K
2016,Rhode Island,5.00K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,3.00K,0.00K
2016,North Carolina,1.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,0.50K,0.00K
2016,Louisiana,1.00K,0.00K
2016,Louisiana,5.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,0.10K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Tennessee,5.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,1.00K,0.00K
2016,North Carolina,2.00K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,1.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,1.00K,0.00K
2016,Massachusetts,7.50K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,20.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,0.20K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Indiana,1.00K,0.00K
2016,Indiana,1.00K,0.00K
2016,Indiana,1.00K,0.00K
2016,Indiana,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,Indiana,10.00K,0.00K
2016,Oklahoma,4.00K,0.00K
2016,Florida,2.00K,0.00K
2016,Florida,1.00K,0.00K
2016,Florida,15.00K,0.00K
2016,Florida,5.00K,0.00K
2016,Florida,5.00K,0.00K
2016,Alabama,0.50K,0.00K
2016,Alabama,0.50K,0.00K
2016,New York,15.00K,0.00K
2016,New York,12.00K,0.00K
2016,Kentucky,2.00K,
2016,New York,12.00K,0.00K
2016,New York,12.00K,0.00K
2016,New York,20.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,Indiana,1.00K,0.00K
2016,Indiana,1.00K,0.00K
2016,Missouri,1.00K,0.00K
2016,New York,12.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,20.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,20.00K,0.00K
2016,New York,12.00K,0.00K
2016,New York,15.00K,0.00K
2016,New York,12.00K,0.00K
2016,Mississippi,10.00K,0.00K
2016,Mississippi,8.00K,0.00K
2016,Wisconsin,15.00K,
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,25.00K,0.00K
2016,Florida,10.00K,0.00K
2016,Florida,1.50K,0.00K
2016,North Carolina,250.00K,0.00K
2016,North Carolina,250.00K,0.00K
2016,Mississippi,5.00K,0.00K
2016,North Carolina,62.10M,20.00M
2016,Arkansas,2.50M,0.00K
2016,West Virginia,5.00K,0.00K
2016,North Carolina,9.10M,0.00K
2016,Mississippi,115.00K,0.00K
2016,Louisiana,5.00K,0.00K
2016,Louisiana,2.00K,0.00K
2016,North Carolina,65.50M,0.00K
2016,North Carolina,4.10M,25.00M
2016,North Carolina,3.90M,0.00K
2016,North Carolina,3.10M,0.00K
2016,North Carolina,3.00M,0.00K
2016,North Carolina,24.70M,20.00M
2016,North Carolina,535.00K,0.00K
2016,North Carolina,50.00K,0.00K
2016,North Carolina,50.00K,0.00K
2016,North Carolina,50.00K,0.00K
2016,North Carolina,32.30M,20.00M
2016,North Carolina,45.00K,0.00K
2016,North Carolina,120.80M,25.00M
2016,South Carolina,750.00K,1000.00K
2016,Florida,2.00K,0.00K
2016,Louisiana,100.00K,0.00K
2016,Nevada,1.00K,0.00K
2016,Nevada,2.00K,0.00K
2016,Oklahoma,20.00K,0.00K
2016,West Virginia,1.00K,0.00K
2016,Oklahoma,40.00K,0.00K
2016,Virginia,10.00K,0.00K
2016,Mississippi,5.00K,0.00K
2016,Mississippi,5.00K,0.00K
2016,Mississippi,3.00K,0.00K
2016,Iowa,10.00K,0.00K
2016,Iowa,10.00K,0.00K
2016,Iowa,1.00K,0.00K
2016,Oklahoma,2.00K,0.00K
2016,Florida,0.20K,0.00K
2016,Florida,8.00K,0.00K
2016,New York,5.00K,0.00K
2016,Iowa,5.00K,0.00K
2016,Florida,5.00K,0.00K
2016,Florida,100.00K,0.00K
2016,New York,5.00K,0.00K
2016,West Virginia,5.00K,0.00K
2016,Oklahoma,5.00K,0.00K
2016,Florida,2.00K,0.00K
2016,New York,5.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,Nevada,25.00K,0.00K
2016,Pennsylvania,0.01K,0.00K
2016,Pennsylvania,0.01K,0.00K
2016,Pennsylvania,0.01K,0.00K
2016,Pennsylvania,0.01K,0.00K
2016,Vermont,5.00K,0.00K
2016,Minnesota,20.00K,0.00K
2016,Delaware,4.00K,0.00K
2016,Mississippi,30.00K,0.00K
2016,Tennessee,10.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,Nevada,3.00K,0.00K
2016,Maryland,0.01K,
2016,Washington,1.20K,0.00K
2016,New York,5.00K,0.00K
2016,North Carolina,5.00K,0.00K
2016,South Carolina,50.00K,0.00K
2016,Vermont,5.00K,0.00K
2016,Tennessee,1.00K,0.00K
2016,Delaware,0.01K,
2016,Minnesota,10.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,Washington,7.00K,0.00K
2016,Washington,7.00K,0.00K
2016,Washington,5.00K,0.00K
2016,Washington,0.50K,0.00K
2016,Utah,250.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Mississippi,70.00K,0.00K
2016,Mississippi,5.00K,0.00K
2016,Mississippi,3.00K,0.00K
2016,Mississippi,5.00K,0.00K
2016,Mississippi,10.00K,0.00K
2016,Mississippi,20.00K,0.00K
2016,Mississippi,20.00K,0.00K
2016,Oregon,150.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,North Carolina,40.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,Mississippi,0.10K,0.00K
2016,Alabama,15.00K,0.00K
2016,Mississippi,50.00K,0.00K
2016,Mississippi,15.00K,0.00K
2016,Mississippi,10.00K,0.00K
2016,North Carolina,30.00K,0.00K
2016,North Carolina,1.00K,0.00K
2016,North Carolina,40.00K,0.00K
2016,South Carolina,50.00K,0.00K
2016,South Carolina,5.00K,0.00K
2016,Mississippi,5.00K,0.00K
2016,Mississippi,15.00K,0.00K
2016,Florida,2.00K,0.00K
2016,Florida,10.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,25.00K,0.00K
2016,Florida,2.00K,0.00K
2016,Oklahoma,15.00K,0.00K
2016,Mississippi,10.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,Mississippi,10.00K,0.00K
2016,Iowa,10.00K,0.00K
2016,Florida,2.00K,0.00K
2016,Mississippi,10.00K,0.00K
2016,Mississippi,8.00K,0.00K
2016,Mississippi,8.00K,0.00K
2016,Georgia,10.00K,0.00K
2016,Georgia,10.00K,0.00K
2016,Georgia,50.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,North Carolina,1.00K,0.00K
2016,North Carolina,5.00K,0.00K
2016,South Carolina,20.00K,0.00K
2016,North Carolina,50.00K,0.00K
2016,Mississippi,70.00K,0.00K
2016,Iowa,5.00K,0.00K
2016,Alabama,100.00K,0.00K
2016,Florida,5.00K,0.00K
2016,Alabama,10.00K,0.00K
2016,Mississippi,10.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,Arkansas,1.00M,0.00K
2016,Georgia,2.00K,0.00K
2016,North Carolina,0.00K,1.00K
2016,Florida,2.00K,0.00K
2016,North Carolina,5.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,Georgia,2.00K,0.00K
2016,Georgia,100.00K,0.00K
2016,Georgia,10.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,10.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,10.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alaska,1.00K,0.00K
2016,Alaska,20.00K,0.00K
2016,Alaska,1.00K,0.00K
2016,Georgia,50.00K,0.00K
2016,Georgia,50.00K,0.00K
2016,Georgia,2.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,West Virginia,100.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,Alabama,10.00K,0.00K
2016,Alabama,10.00K,0.00K
2016,Alabama,10.00K,0.00K
2016,West Virginia,50.00K,0.00K
2016,Ohio,75.00K,0.00K
2016,Florida,2.00M,0.00K
2016,Mississippi,30.00K,0.00K
2016,Mississippi,65.00K,0.00K
2016,Mississippi,155.00K,0.00K
2016,Mississippi,6.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Mississippi,12.00K,0.00K
2016,North Carolina,1.00K,0.00K
2016,Virginia,1.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Mississippi,4.00K,0.00K
2016,North Carolina,2.00K,0.00K
2016,Alabama,3.00K,0.00K
2016,Mississippi,3.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alaska,1.00K,0.00K
2016,Florida,2.00K,0.00K
2016,Mississippi,200.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,Florida,50.00K,0.00K
2016,Florida,200.00K,0.00K
2016,Florida,100.00K,0.00K
2016,Alabama,8.00K,0.00K
2016,Alabama,15.00K,0.00K
2016,Alabama,2.00K,0.00K
2016,Massachusetts,20.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,North Carolina,20.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,Mississippi,5.00K,0.00K
2016,Texas,25.00K,0.00K
2016,North Carolina,5.00K,0.00K
2016,North Carolina,100.00K,
2016,Louisiana,4.00K,0.00K
2016,Ohio,20.00K,0.00K
2016,North Carolina,10.00K,
2016,Kentucky,5.00K,0.00K
2016,West Virginia,5.00K,0.00K
2016,West Virginia,5.00K,0.00K
2016,Pennsylvania,200.00K,0.00K
2016,California,100.00K,0.00K
2016,California,75.00K,0.00K
2016,California,30.00K,0.00K
2016,Alabama,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,New York,5.00K,0.00K
2016,North Carolina,2.00K,0.00K
2016,Massachusetts,75.00K,0.00K
2016,Massachusetts,20.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,15.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,North Carolina,1.00K,0.00K
2016,Wisconsin,50.00K,0.00K
2016,Wisconsin,25.00K,0.00K
2016,Wisconsin,30.00K,0.00K
2016,West Virginia,200.00K,0.00K
2016,Illinois,50.00K,0.00K
2016,Illinois,15.00K,0.00K
2016,Mississippi,8.00K,0.00K
2016,Mississippi,8.00K,0.00K
2016,Mississippi,20.00K,0.00K
2016,Pennsylvania,300.00K,0.00K
2016,Texas,10.00K,0.00K
2016,California,50.00K,0.00K
2016,Virginia,75.00K,0.00K
2016,California,100.00K,0.00K
2016,Tennessee,20.00K,0.00K
2016,Tennessee,20.00K,0.00K
2016,California,50.00K,0.00K
2016,California,40.00K,0.00K
2016,Connecticut,50.00K,0.00K
2016,Massachusetts,20.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,15.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,15.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,North Carolina,7.00K,0.00K
2016,North Carolina,10.00K,0.00K
2016,Louisiana,30.00K,0.00K
2016,Louisiana,50.00K,0.00K
2016,Wisconsin,20.00K,0.00K
2016,Wisconsin,100.00K,0.00K
2016,Wisconsin,30.00K,0.00K
2016,Illinois,4.50M,0.00K
2016,Pennsylvania,200.00K,0.00K
2016,Texas,5.00K,0.00K
2016,Texas,7.00K,0.00K
2016,California,0.50K,0.00K
2016,California,20.00K,0.00K
2016,California,250.00K,0.00K
2016,Florida,850.00K,
2016,South Carolina,20.00K,0.00K
2016,Ohio,1.00K,0.00K
2016,Rhode Island,10.00K,0.00K
2016,Rhode Island,5.00K,0.00K
2016,Rhode Island,50.00K,0.00K
2016,Massachusetts,50.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,Massachusetts,1.00K,0.00K
2016,Massachusetts,1.00K,0.00K
2016,Massachusetts,1.00K,0.00K
2016,Massachusetts,5.00K,0.00K
2016,North Carolina,15.00K,0.00K
2016,Ohio,25.00K,0.00K
2016,Pennsylvania,150.00K,0.00K
2016,North Carolina,20.00K,0.00K
2016,Florida,50.00K,0.00K
2016,Florida,1.60M,0.00K
2016,North Dakota,10.00K,50.00K
2016,Wyoming,250.00K,0.00K
