year,state,property_damage,crop_damage
2017,Mississippi,30.00K,0.00K
2017,Mississippi,7.00K,0.00K
2017,Puerto Rico,750.00M,0.00K
2017,Mississippi,8.00K,0.00K
2017,Mississippi,8.00K,0.00K
2017,Mississippi,75.00K,0.00K
2017,Arkansas,15.00K,0.00K
2017,Mississippi,15.00K,0.00K
2017,Mississippi,0.10K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,2.00K,0.00K
2017,Texas,290.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,25.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Arkansas,40.00K,0.00K
2017,Arkansas,75.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,2.00K,0.00K
2017,Mississippi,25.00K,0.00K
2017,Puerto Rico,750.00M,0.00K
2017,Puerto Rico,750.00M,0.00K
2017,Puerto Rico,750.00M,0.00K
2017,Puerto Rico,750.00M,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Louisiana,15.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Puerto Rico,250.00M,0.00K
2017,Puerto Rico,500.00M,0.00K
2017,Puerto Rico,500.00K,0.00K
2017,Puerto Rico,500.00K,0.00K
2017,Puerto Rico,500.00K,0.00K
2017,Arkansas,15.00K,0.00K
2017,Louisiana,15.00K,0.00K
2017,Louisiana,30.00K,0.00K
2017,Louisiana,75.00K,0.00K
2017,Puerto Rico,750.00M,0.00K
2017,Puerto Rico,750.00M,0.00K
2017,Puerto Rico,750.00M,0.00K
2017,Mississippi,15.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Louisiana,50.00K,0.00K
2017,Iowa,0.00K,3.00K
2017,Texas,3.00K,0.00K
2017,Texas,200.00K,0.00K
2017,Texas,75.00K,0.00K
2017,Iowa,5.00K,5.00K
2017,Iowa,0.00K,4.00K
2017,Ohio,200.00K,0.00K
2017,Tennessee,2.00K,0.00K
2017,Tennessee,5.00K,0.00K
2017,Tennessee,15.00K,0.00K
2017,Louisiana,100.00K,0.00K
2017,Kentucky,2.50K,0.00K
2017,Texas,75.00K,0.00K
2017,Arkansas,0.00K,10.00K
2017,Pennsylvania,4.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Tennessee,40.00K,0.00K
2017,Tennessee,20.00K,0.00K
2017,Tennessee,30.00K,0.00K
2017,Arkansas,10.00K,0.00K
2017,Arkansas,10.00K,0.00K
2017,Ohio,2.00K,0.00K
2017,California,38.40M,0.00K
2017,Tennessee,5.00K,0.00K
2017,Tennessee,2.00K,0.00K
2017,Florida,2.00K,0.00K
2017,Florida,2.00K,0.00K
2017,Georgia,5.00K,0.00K
2017,Indiana,1.00K,0.00K
2017,Kentucky,10.00K,0.00K
2017,Ohio,2.00K,0.00K
2017,Ohio,1.00K,0.00K
2017,Texas,10.00K,0.00K
2017,Virginia,2.00K,0.00K
2017,Ohio,4.00K,0.00K
2017,Ohio,1.00K,0.00K
2017,Ohio,10.00K,0.00K
2017,Arkansas,20.00K,0.00K
2017,Texas,5.00K,0.00K
2017,Arkansas,10.00K,0.00K
2017,Massachusetts,2.00K,0.00K
2017,Massachusetts,0.50K,0.00K
2017,Massachusetts,10.00K,0.00K
2017,Massachusetts,16.00K,0.00K
2017,Massachusetts,20.00K,0.00K
2017,Massachusetts,5.00K,0.00K
2017,Massachusetts,7.00K,0.00K
2017,Tennessee,20.00K,0.00K
2017,Massachusetts,15.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Massachusetts,10.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Massachusetts,4.00K,0.00K
2017,Massachusetts,2.00K,0.00K
2017,Massachusetts,4.00K,0.00K
2017,Massachusetts,10.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Florida,3.00K,0.00K
2017,West Virginia,25.00K,0.00K
2017,Ohio,25.00K,0.00K
2017,Pennsylvania,50.00K,0.00K
2017,Florida,0.05K,0.00K
2017,Florida,0.05K,0.00K
2017,Florida,1.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Connecticut,7.00K,0.00K
2017,Connecticut,1.00K,0.00K
2017,Arkansas,15.00K,0.00K
2017,Mississippi,20.00K,0.00K
2017,Tennessee,250.00K,0.00K
2017,Tennessee,150.00K,0.00K
2017,New York,10.00K,0.00K
2017,New York,10.00K,0.00K
2017,Vermont,20.00K,0.00K
2017,Vermont,10.00K,0.00K
2017,Missouri,50.00K,0.00K
2017,Vermont,10.00K,0.00K
2017,Vermont,10.00K,0.00K
2017,Vermont,10.00K,0.00K
2017,Vermont,10.00K,0.00K
2017,New York,20.00K,0.00K
2017,New York,20.00K,0.00K
2017,New York,10.00K,0.00K
2017,Florida,1.00K,0.00K
2017,Vermont,10.00K,0.00K
2017,Idaho,5.00K,0.00K
2017,Idaho,5.00K,0.00K
2017,Texas,2.00K,0.00K
2017,Arizona,10.00K,0.00K
2017,Illinois,800.00K,0.00K
2017,Maryland,10.00K,0.00K
2017,Maryland,3.00K,0.00K
2017,Maryland,3.00K,0.00K
2017,Maryland,3.00K,0.00K
2017,Mississippi,2.00K,0.00K
2017,Virginia,2.00K,0.00K
2017,Virginia,1.00K,0.00K
2017,Virginia,2.00K,0.00K
2017,Virginia,2.00K,0.00K
2017,Maryland,1.00K,0.00K
2017,Virginia,25.00K,0.00K
2017,Virginia,2.00K,0.00K
2017,Virginia,1.00K,0.00K
2017,Virginia,2.00K,0.00K
2017,Mississippi,20.00K,0.00K
2017,Mississippi,12.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,North Carolina,2.00K,0.00K
2017,Virginia,1.00K,0.00K
2017,Maryland,3.00K,0.00K
2017,North Carolina,3.00K,0.00K
2017,Virginia,1.00K,0.00K
2017,North Carolina,2.00K,0.00K
2017,North Carolina,5.00K,0.00K
2017,Virginia,2.00K,0.00K
2017,North Carolina,2.00K,0.00K
2017,North Carolina,2.00K,0.00K
2017,North Carolina,2.00K,0.00K
2017,Arkansas,10.00K,0.00K
2017,Arkansas,20.00K,0.00K
2017,Arkansas,100.00K,0.00K
2017,Texas,250.00K,0.00K
2017,Texas,250.00K,0.00K
2017,Texas,25.00K,0.00K
2017,Arkansas,20.00K,0.00K
2017,Arkansas,5.00K,0.00K
2017,Arkansas,30.00K,0.00K
2017,Arkansas,20.00K,0.00K
2017,Louisiana,10.00K,0.00K
2017,Arkansas,0.20K,0.00K
2017,Arkansas,400.00K,0.00K
2017,New York,16.00K,0.00K
2017,New York,25.00K,0.00K
2017,New York,20.00K,0.00K
2017,New York,20.00K,0.00K
2017,New York,15.00K,0.00K
2017,New York,18.00K,0.00K
2017,New York,16.00K,0.00K
2017,New York,25.00K,0.00K
2017,New York,15.00K,0.00K
2017,New York,40.00K,0.00K
2017,New York,50.00K,0.00K
2017,New York,40.00K,0.00K
2017,New York,75.00K,0.00K
2017,Virginia,1.00K,0.00K
2017,Virginia,1.00K,0.00K
2017,New York,18.00K,0.00K
2017,New York,22.00K,0.00K
2017,New York,20.00K,0.00K
2017,New York,28.00K,0.00K
2017,New York,14.00K,0.00K
2017,Virginia,1.00K,0.00K
2017,Virginia,2.00K,0.00K
2017,Arkansas,15.00K,0.00K
2017,Arkansas,10.00K,0.00K
2017,Arkansas,50.00K,0.00K
2017,Arkansas,10.00K,0.00K
2017,Arkansas,10.00K,0.00K
2017,New York,125.00K,0.00K
2017,New York,100.00K,0.00K
2017,Florida,10.00K,0.00K
2017,Florida,5.00K,0.00K
2017,Texas,5.00K,
2017,Virginia,1.00K,0.00K
2017,New York,75.00K,0.00K
2017,New York,75.00K,0.00K
2017,New York,50.00K,0.00K
2017,Arkansas,300.00K,0.00K
2017,Virginia,5.00K,0.00K
2017,Ohio,50.00K,0.00K
2017,New York,100.00K,0.00K
2017,Florida,10.00K,0.00K
2017,Florida,25.00K,0.00K
2017,Arkansas,60.00K,0.00K
2017,Arkansas,50.00K,0.00K
2017,Arkansas,20.00K,0.00K
2017,Arkansas,60.00K,0.00K
2017,Arkansas,100.00K,0.00K
2017,Arkansas,50.00K,0.00K
2017,Arkansas,30.00K,0.00K
2017,New York,75.00K,0.00K
2017,Arkansas,20.00K,0.00K
2017,Arkansas,40.00K,0.00K
2017,Arkansas,100.00K,0.00K
2017,Arkansas,30.00K,0.00K
2017,New York,50.00K,0.00K
2017,New York,75.00K,0.00K
2017,New York,75.00K,0.00K
2017,Florida,1.00K,0.00K
2017,Florida,5.00K,0.00K
2017,Florida,10.00K,0.00K
2017,Florida,5.00K,0.00K
2017,Florida,10.00K,0.00K
2017,Louisiana,50.00K,0.00K
2017,Wisconsin,0.50K,0.00K
2017,Wisconsin,1.00K,0.00K
2017,Wisconsin,7.50K,0.00K
2017,Wisconsin,5.00K,0.00K
2017,Wisconsin,50.00K,0.00K
2017,Wisconsin,5.00K,0.00K
2017,Louisiana,220.00K,0.00K
2017,Louisiana,150.00K,0.00K
2017,Texas,25.00K,0.00K
2017,Mississippi,3.50M,700.00K
2017,Mississippi,200.00K,0.00K
2017,Mississippi,20.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,1.50M,600.00K
2017,Mississippi,15.00K,0.00K
2017,Mississippi,12.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Louisiana,50.00K,0.00K
2017,Louisiana,200.00K,0.00K
2017,Mississippi,60.00K,200.00K
2017,Mississippi,9.00K,0.00K
2017,Mississippi,75.00K,0.00K
2017,Mississippi,15.00K,0.00K
2017,Mississippi,400.00K,0.00K
2017,Mississippi,4.00M,500.00K
2017,Mississippi,30.00K,150.00K
2017,Mississippi,2.00K,0.00K
2017,Ohio,2.00K,0.00K
2017,Mississippi,15.00K,100.00K
2017,Mississippi,100.00K,0.00K
2017,Mississippi,2.00K,0.00K
2017,Mississippi,375.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,115.00K,0.00K
2017,Mississippi,60.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,2.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,7.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,7.00K,0.00K
2017,Mississippi,9.00K,0.00K
2017,Mississippi,250.00K,0.00K
2017,Mississippi,200.00K,0.00K
2017,Mississippi,180.00K,0.00K
2017,Mississippi,300.00K,150.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,12.00K,0.00K
2017,Pennsylvania,2.00K,0.00K
2017,Pennsylvania,10.00K,0.00K
2017,Ohio,1.00K,0.00K
2017,Ohio,1.00K,0.00K
2017,Ohio,10.00K,0.00K
2017,Mississippi,1.00K,0.00K
2017,Mississippi,650.00K,400.00K
2017,Mississippi,20.00K,0.00K
2017,Mississippi,40.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,100.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,2.00K,0.00K
2017,Mississippi,250.00K,110.00K
2017,Mississippi,500.00K,150.00K
2017,Ohio,2.00K,0.00K
2017,Pennsylvania,1.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,8.00K,0.00K
2017,Mississippi,100.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,20.00K,0.00K
2017,Mississippi,6.00K,0.00K
2017,Mississippi,4.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,25.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Texas,30.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Mississippi,20.00K,0.00K
2017,Mississippi,100.00K,0.00K
2017,Mississippi,40.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Wisconsin,5.00K,0.00K
2017,Wisconsin,2.00K,0.00K
2017,Maine,5.00K,0.00K
2017,Iowa,5.00K,0.00K
2017,Wisconsin,3.00K,0.00K
2017,Wisconsin,20.00K,0.00K
2017,Iowa,0.00K,100.00K
2017,Minnesota,0.00K,75.00K
2017,Puerto Rico,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,4.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Vermont,10.00K,0.00K
2017,Nebraska,50.00K,1.00K
2017,Vermont,20.00K,0.00K
2017,Vermont,20.00K,0.00K
2017,Oklahoma,5.00K,0.00K
2017,Florida,50.00K,0.00K
2017,Florida,5.00K,0.00K
2017,Florida,1.00K,0.00K
2017,Florida,3.00K,0.00K
2017,Florida,30.00K,0.00K
2017,Arkansas,25.00K,0.00K
2017,Texas,1.50K,0.00K
2017,New Mexico,100.00K,0.00K
2017,New Mexico,25.00K,0.00K
2017,New York,5.00K,0.00K
2017,New York,5.00K,0.00K
2017,New York,5.00K,0.00K
2017,Nebraska,5.00K,10.00K
2017,Ohio,1.00K,0.00K
2017,Idaho,15.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Missouri,1.00K,0.00K
2017,Missouri,1.00K,0.00K
2017,Missouri,1.00K,0.00K
2017,Missouri,1.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,4.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,7.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,8.00K,0.00K
2017,Mississippi,8.00K,0.00K
2017,Mississippi,8.00K,0.00K
2017,Louisiana,5.00K,0.00K
2017,Arkansas,10.00K,0.00K
2017,Alaska,100.00K,0.00K
2017,Florida,30.00K,0.00K
2017,Florida,10.00K,0.00K
2017,Florida,2.00K,0.00K
2017,Florida,2.00K,0.00K
2017,Texas,50.00K,0.00K
2017,Florida,20.00K,0.00K
2017,Missouri,150.00K,0.00K
2017,Kansas,50.00K,0.00K
2017,Kansas,20.00K,0.00K
2017,Arkansas,5.00K,0.00K
2017,Arkansas,1.00K,0.00K
2017,New York,5.00K,0.00K
2017,New York,5.00K,0.00K
2017,New York,5.00K,0.00K
2017,Ohio,10.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Missouri,1.00K,0.00K
2017,Missouri,1.00K,0.00K
2017,Mississippi,15.00K,0.00K
2017,Mississippi,4.00K,0.00K
2017,Mississippi,7.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,7.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Arkansas,7.00K,0.00K
2017,Arkansas,12.00K,0.00K
2017,Arkansas,3.00K,0.00K
2017,Mississippi,100.00K,0.00K
2017,Mississippi,200.00K,0.00K
2017,Georgia,500.00K,0.00K
2017,Pennsylvania,0.01K,0.00K
2017,Pennsylvania,30.00K,0.00K
2017,Massachusetts,5.00K,0.00K
2017,Vermont,5.00K,0.00K
2017,California,0.01K,0.01K
2017,California,8.00K,
2017,California,6.00K,
2017,California,40.00K,
2017,Pennsylvania,150.00K,0.00K
2017,Idaho,5.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Mississippi,45.00K,0.00K
2017,Mississippi,12.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,65.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Mississippi,20.00K,0.00K
2017,Arkansas,3.00K,0.00K
2017,Florida,20.00K,0.00K
2017,Florida,3.00K,0.00K
2017,Florida,5.00K,0.00K
2017,Florida,5.00K,0.00K
2017,Georgia,20.00K,0.00K
2017,Georgia,5.00K,0.00K
2017,Georgia,3.00K,0.00K
2017,Delaware,0.01K,0.00K
2017,Delaware,0.01K,0.00K
2017,Georgia,3.00K,0.00K
2017,Georgia,3.00K,0.00K
2017,Georgia,3.00K,0.00K
2017,Louisiana,75.00K,0.00K
2017,Louisiana,250.00K,0.00K
2017,Texas,1.00M,0.00K
2017,Texas,250.00K,0.00K
2017,Massachusetts,9.30K,0.00K
2017,Massachusetts,23.00K,0.00K
2017,Massachusetts,2.50K,0.00K
2017,Massachusetts,2.50K,0.00K
2017,Massachusetts,1.00K,0.00K
2017,Massachusetts,2.00K,0.00K
2017,Massachusetts,2.00K,0.00K
2017,Massachusetts,1.50K,0.00K
2017,New Mexico,5.00K,
2017,Texas,250.00K,0.00K
2017,Ohio,10.00K,0.00K
2017,Mississippi,20.00K,0.00K
2017,Mississippi,7.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,9.00K,0.00K
2017,Mississippi,15.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Delaware,0.01K,0.00K
2017,Delaware,0.01K,0.00K
2017,New Jersey,0.01K,0.00K
2017,Florida,35.00K,0.00K
2017,Texas,800.00K,0.00K
2017,Ohio,500.00K,0.00K
2017,Texas,250.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Mississippi,50.00K,0.00K
2017,Mississippi,25.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,8.00K,0.00K
2017,Connecticut,10.00K,0.00K
2017,Connecticut,50.00K,0.00K
2017,Georgia,250.00K,0.00K
2017,Georgia,20.00K,0.00K
2017,Georgia,500.00K,0.00K
2017,New Jersey,0.01K,0.00K
2017,Alaska,5.00K,0.00K
2017,Alaska,10.00K,0.00K
2017,Louisiana,800.00K,0.00K
2017,Texas,25.00K,0.00K
2017,New Mexico,0.30K,
2017,California,0.01K,0.01K
2017,California,0.01K,0.01K
2017,Illinois,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Mississippi,1.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,7.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,1.00K,0.00K
2017,Pennsylvania,100.00K,0.00K
2017,Georgia,1.50M,0.00K
2017,Georgia,3.00K,0.00K
2017,Georgia,100.00K,0.00K
2017,Georgia,5.00K,0.00K
2017,Georgia,3.00K,0.00K
2017,Louisiana,25.00K,0.00K
2017,South Carolina,10.00K,0.00K
2017,New York,20.00K,0.00K
2017,New Mexico,50.00K,0.00K
2017,Oklahoma,584.00K,
2017,California,0.01K,0.01K
2017,California,0.01K,0.01K
2017,California,0.01K,0.01K
2017,California,0.01K,0.01K
2017,California,0.01K,0.01K
2017,Idaho,25.00K,0.00K
2017,Missouri,1.00K,0.00K
2017,Missouri,1.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Mississippi,2.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,30.00K,0.00K
2017,Louisiana,20.00K,0.00K
2017,Louisiana,10.00K,0.00K
2017,Georgia,3.00K,0.00K
2017,Georgia,50.00K,0.00K
2017,Louisiana,25.00K,0.00K
2017,Oklahoma,657.00K,
2017,Oklahoma,58.00K,0.00K
2017,Oklahoma,140.00K,
2017,Oklahoma,4088.00K,
2017,Oklahoma,984.00K,
2017,Ohio,8.00K,0.00K
2017,Ohio,1.00K,0.00K
2017,Ohio,5.00K,0.00K
2017,Ohio,1.00K,0.00K
2017,Ohio,2.00K,0.00K
2017,Idaho,20.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Indiana,1.00K,0.00K
2017,Illinois,1.00K,0.00K
2017,Ohio,5.00K,0.00K
2017,Ohio,2.00K,0.00K
2017,Ohio,2.00K,0.00K
2017,Louisiana,20.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Mississippi,8.00K,0.00K
2017,Mississippi,4.00K,0.00K
2017,Mississippi,3.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Arkansas,5.00K,0.00K
2017,Arkansas,5.00K,0.00K
2017,Louisiana,90.00K,0.00K
2017,Oklahoma,1357.00K,
2017,Texas,0.80K,0.00K
2017,Ohio,5.00K,0.00K
2017,Ohio,5.00K,0.00K
2017,Florida,3.00K,0.00K
2017,Florida,2.00K,0.00K
2017,Florida,3.00K,0.00K
2017,Indiana,1.00K,0.00K
2017,Indiana,1.00K,0.00K
2017,Mississippi,10.00K,0.00K
2017,Oklahoma,322.00K,
2017,California,3.20M,0.00K
2017,California,3.50M,0.00K
2017,Louisiana,10.00K,0.00K
2017,Ohio,3.00K,0.00K
2017,Ohio,1.00K,0.00K
2017,New Mexico,50.00K,0.00K
2017,Ohio,25.00K,0.00K
2017,New Mexico,25.00K,0.00K
2017,New Mexico,50.00K,0.00K
2017,Mississippi,5.00K,0.00K
2017,Mississippi,20.00K,0.00K
2017,Mississippi,7.00K,0.00K
