year,state,property_damage,crop_damage
2014,Texas,0.00K,0.50K
2014,Tennessee,2.00K,0.00K
2014,South Carolina,1.00K,
2014,Texas,40.00K,0.00K
2014,Iowa,5.00K,10.00K
2014,Iowa,5.00K,10.00K
2014,Iowa,5.00K,10.00K
2014,Vermont,25.00K,0.00K
2014,Vermont,50.00K,0.00K
2014,Vermont,25.00K,0.00K
2014,Vermont,20.00K,0.00K
2014,Virginia,0.00K,5.00K
2014,Virginia,0.00K,0.25K
2014,Maryland,10.00K,1.00K
2014,Maryland,0.00K,2.00K
2014,Maryland,4.00K,0.50K
2014,California,900.00K,0.00K
2014,Maine,200.00K,0.00K
2014,Maine,50.00K,0.00K
2014,Maine,75.00K,0.00K
2014,Maine,25.00K,0.00K
2014,Texas,6.00K,
2014,Texas,11.00K,
2014,Texas,15.00K,
2014,New York,10.00K,0.00K
2014,New York,10.00K,0.00K
2014,New York,10.00K,0.00K
2014,Idaho,0.50K,0.00K
2014,Louisiana,20.00K,0.00K
2014,Louisiana,220.00K,0.00K
2014,Louisiana,90.00K,0.00K
2014,Tennessee,3.00K,0.00K
2014,Tennessee,10.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Tennessee,1.00K,0.00K
2014,Tennessee,1.00K,0.00K
2014,Nevada,0.50K,0.00K
2014,Arkansas,150.00K,0.00K
2014,New Mexico,10.00K,0.00K
2014,Texas,0.50K,0.00K
2014,Texas,1.00K,0.00K
2014,Texas,3.00K,0.00K
2014,Massachusetts,15.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Texas,0.30K,0.00K
2014,Mississippi,5.00K,0.00K
2014,Florida,10.00K,0.00K
2014,Texas,0.50K,0.00K
2014,North Carolina,200.00K,0.00K
2014,South Carolina,3.00K,0.00K
2014,Maryland,2.00K,0.00K
2014,Maryland,2.00K,0.00K
2014,Maryland,2.00K,0.00K
2014,Maryland,5.00K,0.00K
2014,Michigan,8.00K,0.00K
2014,New York,15.00K,0.00K
2014,Indiana,15.00K,
2014,Indiana,10.00K,0.00K
2014,Indiana,10.00K,0.00K
2014,Indiana,1.00K,0.00K
2014,South Carolina,1.00K,0.00K
2014,South Carolina,3.00K,0.00K
2014,Minnesota,0.50K,0.00K
2014,West Virginia,0.00K,0.25K
2014,Virginia,2.00K,0.00K
2014,Virginia,5.00K,0.00K
2014,Virginia,10.00K,0.00K
2014,Virginia,1.00K,0.00K
2014,Virginia,2.00K,0.00K
2014,Massachusetts,30.00K,0.00K
2014,Massachusetts,3.00K,0.00K
2014,Massachusetts,100.00K,0.00K
2014,New York,10.00K,0.00K
2014,Nevada,0.50K,0.00K
2014,Georgia,2.00K,0.00K
2014,Georgia,0.25K,0.00K
2014,Georgia,0.25K,0.00K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,West Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.50K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,8.00K,5.00K
2014,Virginia,0.00K,0.25K
2014,Virginia,2.00K,1.00K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,1.00K
2014,Virginia,0.00K,0.25K
2014,Virginia,3.00K,0.25K
2014,Virginia,0.00K,2.00K
2014,Virginia,2.00K,1.00K
2014,Virginia,0.00K,2.00K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,1.00K
2014,North Dakota,10.00K,0.00K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Texas,0.00K,1.00K
2014,Texas,0.00K,0.50K
2014,Texas,0.00K,0.50K
2014,Texas,0.00K,5.00K
2014,Texas,0.50K,
2014,Tennessee,2.00K,0.00K
2014,Tennessee,10.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Indiana,5.00K,0.00K
2014,Indiana,1.00K,0.00K
2014,Indiana,5.00K,0.00K
2014,Iowa,5.00K,10.00K
2014,Iowa,5.00K,10.00K
2014,Nebraska,5.00K,15.00K
2014,Montana,0.00K,50.00K
2014,Tennessee,1.00K,0.00K
2014,Texas,5.00K,
2014,New York,15.00K,0.00K
2014,New York,15.00K,0.00K
2014,New Mexico,30.00K,0.00K
2014,Idaho,5.00K,0.00K
2014,Idaho,10.00K,0.00K
2014,Idaho,2.25M,0.00K
2014,Michigan,24.00K,0.00K
2014,Michigan,3.00K,0.00K
2014,Alabama,1.00K,0.00K
2014,Nevada,2.00K,0.00K
2014,Nevada,1.00K,0.00K
2014,Nevada,3.00K,0.00K
2014,Nevada,0.20K,0.00K
2014,Nevada,5.00K,0.00K
2014,Georgia,0.75K,
2014,Georgia,1.00K,
2014,Georgia,0.25K,
2014,Florida,0.20K,0.00K
2014,Texas,20.00K,0.00K
2014,Texas,0.20K,0.00K
2014,Florida,2.00K,0.00K
2014,Missouri,1.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,10.00K,0.00K
2014,New York,20.00K,0.00K
2014,South Carolina,3.00K,0.00K
2014,South Carolina,0.50K,0.00K
2014,South Carolina,32.00K,0.00K
2014,South Carolina,6.00K,2.00K
2014,South Carolina,12.00K,0.00K
2014,South Carolina,4.00K,0.00K
2014,South Carolina,8.00K,0.00K
2014,Kansas,50.00K,
2014,Kansas,35.00K,
2014,Kansas,5.00K,
2014,Indiana,5.00K,1.00K
2014,Indiana,12.00K,
2014,Indiana,2.00K,0.00K
2014,Nevada,2.00K,0.00K
2014,Nevada,1.00K,0.00K
2014,Nevada,10.00K,0.00K
2014,Nevada,1.00K,0.00K
2014,Nevada,2.00K,0.00K
2014,Nevada,1.00K,0.00K
2014,Georgia,1.00K,
2014,Georgia,10.00K,
2014,Georgia,5.00K,
2014,Georgia,1.00K,
2014,Georgia,1.25K,
2014,Idaho,1.00K,0.00K
2014,Virginia,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,3.00K,0.50K
2014,Maryland,0.00K,0.50K
2014,Maryland,0.00K,0.25K
2014,Virginia,2.00K,0.50K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.50K
2014,Virginia,0.00K,0.50K
2014,Virginia,0.00K,0.25K
2014,District Of Columbia,0.00K,0.25K
2014,Virginia,0.00K,1.00K
2014,West Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.50K
2014,Maryland,2.00K,0.00K
2014,Virginia,0.00K,2.00K
2014,Maryland,0.00K,0.50K
2014,Maryland,0.00K,1.00K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,2.00K,0.25K
2014,Texas,0.00K,5.00K
2014,Texas,0.00K,5.00K
2014,Texas,0.00K,5.00K
2014,Texas,0.00K,5.00K
2014,Tennessee,10.00K,0.00K
2014,Massachusetts,100.00K,0.00K
2014,Massachusetts,300.00K,0.00K
2014,Massachusetts,10.00K,0.00K
2014,Arkansas,10.00K,0.00K
2014,Montana,0.50K,0.00K
2014,Georgia,3.00K,
2014,Michigan,5.00K,0.00K
2014,Vermont,20.00K,0.00K
2014,Vermont,20.00K,0.00K
2014,Vermont,30.00K,0.00K
2014,Maryland,0.00K,0.50K
2014,Maryland,5.00K,0.00K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,2.00K
2014,Arizona,30.00K,0.00K
2014,Arizona,10.00K,0.00K
2014,Arizona,3.00K,0.00K
2014,Arizona,5.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,10.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,25.00K,0.00K
2014,New York,10.00K,30.00K
2014,New York,0.00K,20.00K
2014,New Mexico,2.00K,0.00K
2014,New Mexico,20.00K,0.00K
2014,Idaho,1.00K,0.00K
2014,Washington,130.00K,0.00K
2014,Idaho,0.50K,0.00K
2014,Arizona,10.00K,0.00K
2014,Arizona,40.00K,0.00K
2014,Nevada,1.00K,0.00K
2014,Nevada,1.00K,0.00K
2014,Florida,2.00K,0.00K
2014,New Mexico,4.00K,0.00K
2014,Texas,1.00K,0.00K
2014,South Carolina,18.00K,0.00K
2014,Iowa,20.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,15.00K,0.00K
2014,Lake Michigan,0.50K,0.00K
2014,Indiana,15.00K,
2014,Indiana,1.00K,
2014,South Carolina,6.00K,0.00K
2014,South Carolina,32.00K,0.00K
2014,South Carolina,44.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,New Jersey,2.00K,0.00K
2014,District Of Columbia,0.00K,0.25K
2014,District Of Columbia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,West Virginia,2.00K,0.00K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,2.00K,0.00K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,1.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,North Carolina,350.00K,0.00K
2014,Utah,350.00K,0.00K
2014,Texas,0.00K,5.00K
2014,Texas,0.00K,5.00K
2014,Texas,0.00K,3.00K
2014,Texas,0.00K,5.00K
2014,Texas,0.00K,3.00K
2014,Massachusetts,20.00K,0.00K
2014,Tennessee,3.00K,0.00K
2014,Tennessee,3.00K,0.00K
2014,Tennessee,3.00K,0.00K
2014,Mississippi,2.00K,0.00K
2014,Mississippi,2.00K,0.00K
2014,Mississippi,2.00K,0.00K
2014,Montana,1.00K,0.00K
2014,Texas,15.00K,0.00K
2014,Texas,20.00K,0.00K
2014,Kansas,100.00K,0.00K
2014,Florida,10.00K,0.00K
2014,Florida,1.00K,0.00K
2014,Vermont,30.00K,0.00K
2014,Tennessee,1.00K,0.00K
2014,Tennessee,500.00K,0.00K
2014,New York,20.00K,0.00K
2014,New York,15.00K,0.00K
2014,Maryland,2.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Arkansas,25.00K,0.00K
2014,Florida,100.00K,0.00K
2014,New York,10.00K,0.00K
2014,New York,15.00K,0.00K
2014,Mississippi,1.00K,0.00K
2014,Mississippi,4.00K,0.00K
2014,Mississippi,2.00K,0.00K
2014,Mississippi,3.00K,0.00K
2014,Maine,100.00K,0.00K
2014,Florida,0.50K,0.00K
2014,Nevada,5.00K,0.00K
2014,Nevada,0.50K,0.00K
2014,Nevada,5.00K,0.00K
2014,Nevada,10.00K,0.00K
2014,Nevada,2.00K,0.00K
2014,Kansas,0.75K,0.00K
2014,Kansas,4.50K,0.00K
2014,Kansas,50.00K,0.00K
2014,Ohio,100.00K,0.00K
2014,Ohio,40.00K,0.00K
2014,New Mexico,25.00K,0.00K
2014,New Mexico,5.00K,0.00K
2014,North Carolina,0.50K,0.00K
2014,Tennessee,10.00K,0.00K
2014,South Carolina,78.00K,0.00K
2014,Maryland,2.00K,0.00K
2014,Maryland,0.00K,0.50K
2014,Maryland,2.00K,0.00K
2014,Maryland,0.00K,0.25K
2014,Maryland,2.00K,0.50K
2014,Maryland,1.00K,0.50K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,2.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Pennsylvania,2.50K,0.00K
2014,Pennsylvania,2.50K,0.00K
2014,Texas,0.00K,3.00K
2014,Texas,0.00K,1.00K
2014,Tennessee,2.00K,0.00K
2014,Massachusetts,20.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Massachusetts,15.00K,0.00K
2014,Montana,0.50K,0.00K
2014,Oregon,1.00K,0.00K
2014,Tennessee,3.00K,0.00K
2014,New York,20.00K,0.00K
2014,Arizona,10.00K,0.00K
2014,Arizona,5.00K,0.00K
2014,Arizona,10.00K,0.00K
2014,Louisiana,1.00K,0.00K
2014,Louisiana,2.00K,0.00K
2014,Florida,5.00K,
2014,New York,10.00K,0.00K
2014,Mississippi,5.00K,0.00K
2014,Mississippi,2.00K,0.00K
2014,Mississippi,2.00K,0.00K
2014,Maryland,4.00K,0.25K
2014,Virginia,4.00K,0.25K
2014,West Virginia,0.00K,0.25K
2014,Louisiana,10.00K,0.00K
2014,Massachusetts,1.00K,0.00K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Nevada,5.00K,0.00K
2014,Nevada,1.00K,0.00K
2014,Nevada,0.50K,0.00K
2014,Nevada,0.50K,0.00K
2014,Nevada,0.50K,0.00K
2014,Nevada,0.50K,0.00K
2014,Minnesota,300.00K,
2014,Missouri,5.00K,0.00K
2014,Ohio,5.00K,0.00K
2014,Ohio,120.00K,0.00K
2014,Ohio,18.00K,0.00K
2014,Pennsylvania,10.00K,0.00K
2014,Kansas,20.00K,0.00K
2014,North Carolina,1.00K,0.00K
2014,North Carolina,2.00K,0.00K
2014,Georgia,1.00K,
2014,Georgia,4.00K,
2014,Georgia,0.75K,
2014,North Carolina,2.00K,0.00K
2014,North Carolina,3.00K,0.00K
2014,Georgia,1.00K,0.00K
2014,Maryland,0.00K,0.25K
2014,New Mexico,0.50K,0.00K
2014,New Mexico,0.50K,0.00K
2014,New Mexico,0.50K,0.00K
2014,West Virginia,25.00K,0.00K
2014,Missouri,1.00K,0.00K
2014,Missouri,10.00K,0.00K
2014,Alabama,10.00K,0.00K
2014,Alabama,1.00K,0.00K
2014,Alabama,1.00K,0.00K
2014,Missouri,5.00K,0.00K
2014,Texas,0.00K,1.00K
2014,Texas,0.00K,1.00K
2014,Massachusetts,5.00K,0.00K
2014,Tennessee,3.00K,0.00K
2014,Tennessee,10.00K,0.00K
2014,Massachusetts,75.00K,0.00K
2014,Massachusetts,100.00K,0.00K
2014,Oregon,1.00K,0.00K
2014,Oregon,14.00K,0.00K
2014,Oregon,1.00K,0.00K
2014,Louisiana,5.00K,0.00K
2014,Louisiana,15.00K,0.00K
2014,Utah,1.00K,0.00K
2014,Texas,10.00K,0.00K
2014,Texas,100.00K,0.00K
2014,Kentucky,1.00K,0.00K
2014,Maryland,1.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,New York,10.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,10.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,10.00K,0.00K
2014,Maryland,10.00K,0.00K
2014,West Virginia,10.00K,0.00K
2014,Mississippi,1.00K,0.00K
2014,Louisiana,1.00K,0.00K
2014,Mississippi,3.00K,0.00K
2014,Arizona,5.00K,0.00K
2014,Missouri,1.00K,0.00K
2014,Missouri,1.00K,0.00K
2014,Missouri,5.00K,0.00K
2014,Missouri,10.00K,0.00K
2014,Texas,0.30K,0.00K
2014,Texas,0.50K,0.00K
2014,Pennsylvania,5.00K,0.00K
2014,Pennsylvania,5.00K,0.00K
2014,Iowa,100.00K,0.00K
2014,New York,25.00K,0.00K
2014,New York,25.00K,0.00K
2014,California,1.50K,0.00K
2014,New Jersey,2.00K,0.00K
2014,New Jersey,2.00K,0.00K
2014,West Virginia,50.00K,0.00K
2014,West Virginia,25.00K,0.00K
2014,Alabama,2.00K,0.00K
2014,Alabama,0.50K,0.00K
2014,Alabama,1.00K,0.00K
2014,Alabama,1.00K,0.00K
2014,Alabama,1.00K,0.00K
2014,Massachusetts,75.00K,0.00K
2014,Missouri,25.00K,0.00K
2014,Missouri,10.00K,0.00K
2014,Georgia,1.00K,0.00K
2014,Georgia,10.00K,0.00K
2014,Missouri,25.00K,0.00K
2014,Massachusetts,10.00K,0.00K
2014,Missouri,25.00K,0.00K
2014,Missouri,5.00K,0.00K
2014,Missouri,10.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Texas,0.00K,1.00K
2014,Texas,0.00K,2.00K
2014,Tennessee,50.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Tennessee,1.00K,0.00K
2014,Massachusetts,50.00K,0.00K
2014,Puerto Rico,1.00K,0.00K
2014,Texas,10.00K,0.00K
2014,Louisiana,10.00K,0.00K
2014,Utah,1.00K,0.00K
2014,Mississippi,5.00K,0.00K
2014,Alabama,5.00K,0.00K
2014,Mississippi,5.00K,0.00K
2014,Mississippi,5.00K,0.00K
2014,Texas,0.00K,1.00K
2014,New York,10.00K,0.00K
2014,New York,50.00K,0.00K
2014,New York,10.00K,0.00K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,1.00K
2014,Virginia,0.00K,0.50K
2014,Kentucky,1.00K,0.00K
2014,Kentucky,1.00K,0.00K
2014,Arizona,12.00K,0.00K
2014,Arizona,25.00K,0.00K
2014,Texas,0.50K,0.00K
2014,Maryland,2.00K,0.00K
2014,Vermont,1.00K,0.00K
2014,Vermont,2.00K,0.00K
2014,Vermont,1.00K,0.00K
2014,New York,2.00K,0.00K
2014,Washington,800.00K,0.00K
2014,New York,20.00K,0.00K
2014,Texas,25.00K,0.00K
2014,Texas,0.50K,0.00K
2014,Texas,0.30K,0.00K
2014,Missouri,1.00K,0.00K
2014,Missouri,1.00K,0.00K
2014,Texas,40.00K,0.00K
2014,Michigan,5.00K,0.00K
2014,Minnesota,1.00K,10.00K
2014,Minnesota,0.50K,10.00K
2014,Minnesota,0.50K,0.00K
2014,Kentucky,250.00K,0.00K
2014,West Virginia,25.00K,0.00K
2014,California,1.00K,0.00K
2014,California,25.00K,0.00K
2014,New Jersey,2.00K,0.00K
2014,New Jersey,2.00K,0.00K
2014,West Virginia,25.00K,0.00K
2014,West Virginia,25.00K,0.00K
2014,Georgia,10.00K,0.00K
2014,Georgia,0.75K,0.00K
2014,Georgia,0.50K,0.00K
2014,North Carolina,30.00K,0.00K
2014,New York,10.00K,0.00K
2014,New York,5.00K,0.00K
2014,New York,5.00K,0.00K
2014,New York,5.00K,0.00K
2014,New York,5.00K,0.00K
2014,New York,5.00K,0.00K
2014,Massachusetts,15.00K,0.00K
2014,Massachusetts,20.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Massachusetts,10.00K,0.00K
2014,Massachusetts,75.00K,0.00K
2014,Georgia,0.50K,0.00K
2014,Georgia,0.50K,0.00K
2014,Georgia,0.50K,0.00K
2014,Georgia,0.50K,0.00K
2014,Georgia,3.00K,0.00K
2014,Georgia,2.00K,0.00K
2014,Georgia,20.00K,0.00K
2014,Georgia,1.00K,0.00K
2014,Florida,3.00K,0.00K
2014,Florida,0.50K,0.00K
2014,Florida,0.50K,0.00K
2014,Florida,3.00K,0.00K
2014,Massachusetts,15.00K,0.00K
2014,New Hampshire,25.00K,0.00K
2014,Massachusetts,10.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Massachusetts,10.00K,0.00K
2014,Massachusetts,3.00K,0.00K
2014,Massachusetts,3.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,New Hampshire,15.00K,0.00K
2014,New Hampshire,5.00K,0.00K
2014,New Hampshire,5.00K,0.00K
2014,New Hampshire,25.00K,0.00K
2014,New Hampshire,5.00K,0.00K
2014,Florida,0.50K,0.00K
2014,Massachusetts,100.00K,0.00K
2014,Tennessee,2.00K,0.00K
2014,Tennessee,1.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Tennessee,3.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Virginia,0.00K,0.25K
2014,Idaho,4.50K,0.00K
2014,Arizona,10.00K,0.00K
2014,Arizona,200.00K,0.00K
2014,Maine,800.00K,0.00K
2014,Louisiana,100.00K,0.00K
2014,Idaho,0.00K,1.00K
2014,Idaho,0.00K,2.00K
2014,North Carolina,5.00K,0.00K
2014,Maryland,25.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,15.00K,0.00K
2014,New York,10.00K,0.00K
2014,New York,10.00K,0.00K
2014,New York,10.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,New Hampshire,5.00K,0.00K
2014,Connecticut,5.00K,0.00K
2014,Georgia,8.00K,0.00K
2014,Georgia,6.00K,0.00K
2014,Georgia,4.00K,0.00K
2014,Georgia,16.00K,0.00K
2014,Pennsylvania,5.00K,0.00K
2014,Pennsylvania,20.00K,0.00K
2014,Pennsylvania,10.00K,0.00K
2014,Pennsylvania,15.00K,0.00K
2014,North Carolina,2.00K,0.00K
2014,North Carolina,5.00K,0.00K
2014,New York,5.00K,0.00K
2014,Georgia,0.50K,
2014,North Carolina,20.00K,0.00K
2014,North Carolina,20.00K,0.00K
2014,West Virginia,0.00K,1.00K
2014,West Virginia,2.00K,0.50K
2014,West Virginia,0.00K,0.25K
2014,West Virginia,0.00K,0.25K
2014,West Virginia,0.00K,0.50K
2014,Maryland,2.00K,0.50K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,0.25K
2014,Maryland,0.00K,2.00K
2014,Maryland,2.00K,0.25K
2014,Pennsylvania,5.00K,0.00K
2014,Pennsylvania,5.00K,0.00K
2014,Nevada,1.00K,0.00K
2014,South Carolina,0.50K,0.00K
2014,South Carolina,15.00K,0.00K
2014,Georgia,1.00K,0.00K
2014,Massachusetts,20.00K,0.00K
2014,Massachusetts,25.00K,0.00K
2014,Massachusetts,25.00K,0.00K
2014,New Hampshire,5.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,New Hampshire,35.00K,0.00K
2014,New Hampshire,20.00K,0.00K
2014,Massachusetts,5.00K,0.00K
2014,Rhode Island,5.00K,0.00K
2014,Rhode Island,4.00K,0.00K
2014,Massachusetts,20.00K,0.00K
2014,Florida,2.00K,0.00K
2014,Florida,1.00K,0.00K
2014,Florida,0.50K,0.00K
2014,Florida,0.50K,0.00K
2014,Florida,1.00K,0.00K
2014,Florida,3.00K,0.00K
2014,Florida,0.50K,0.00K
2014,Georgia,10.00K,0.00K
2014,Georgia,0.50K,0.00K
2014,Washington,5.00K,0.00K
2014,Pennsylvania,2.50K,0.00K
2014,Pennsylvania,2.50K,0.00K
2014,Arizona,25.00K,0.00K
2014,Tennessee,1.00K,0.00K
2014,Tennessee,5.00K,0.00K
2014,Tennessee,1.00K,0.00K
2014,Massachusetts,30.00K,0.00K
2014,Massachusetts,50.00K,0.00K
2014,Guam,100.00K,50.00K
2014,Missouri,0.00K,5.00K
2014,Arkansas,5.00K,0.00K
2014,Ohio,15.00K,0.00K
2014,Ohio,30.00K,0.00K
2014,Ohio,2.00K,0.00K
2014,Florida,2.00K,0.00K
2014,Florida,20.00K,0.00K
2014,Florida,50.00K,0.00K
2014,Florida,1.00K,0.00K
2014,New Mexico,200.00K,
2014,New Mexico,10.00K,0.00K
2014,Idaho,6.00K,0.00K
2014,Idaho,1.00K,0.00K
2014,Ohio,2.00K,0.00K
2014,New York,10.00K,0.00K
2014,Maryland,0.00K,1.00K
2014,Virginia,0.00K,0.25K
2014,Ohio,15.00K,0.00K
2014,Ohio,6.00K,0.00K
2014,Ohio,15.00K,0.00K
2014,Ohio,1.00K,0.00K
2014,New Mexico,0.50K,
2014,New Mexico,1.00K,0.00K
