year,state,property_damage,crop_damage
2019,Oklahoma,5.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,Nebraska,15.00K,0.00K
2019,Nebraska,250.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,Tennessee,3.00K,0.00K
2019,Tennessee,550.00K,0.00K
2019,Oklahoma,2.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,0.50K,0.00K
2019,Tennessee,2.00K,0.00K
2019,New York,10.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,Florida,5.00K,0.00K
2019,Florida,25.00K,0.00K
2019,Florida,20.00K,0.00K
2019,Tennessee,1.00K,0.00K
2019,Wisconsin,1.00K,0.00K
2019,Wisconsin,1.00K,0.00K
2019,Wisconsin,1.00K,0.00K
2019,Wisconsin,1.00K,0.00K
2019,Wisconsin,1.00K,0.00K
2019,Wisconsin,1.00K,0.00K
2019,Oklahoma,5.00K,0.00K
2019,Nebraska,250.00K,0.00K
2019,Nebraska,100.00K,0.00K
2019,Nebraska,250.00K,0.00K
2019,Nebraska,50.00K,0.00K
2019,Nebraska,500.00K,0.00K
2019,Nebraska,100.00K,0.00K
2019,Nebraska,250.00K,0.00K
2019,Nebraska,15.00K,0.00K
2019,Nebraska,500.00K,0.00K
2019,Nebraska,250.00K,0.00K
2019,Tennessee,2.75M,0.00K
2019,Nebraska,3.00M,0.00K
2019,New York,2.00K,0.00K
2019,Nebraska,500.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,Nebraska,5.00M,0.00K
2019,Nebraska,1.00M,0.00K
2019,Nebraska,200.00K,0.00K
2019,Nebraska,25.00K,0.00K
2019,Massachusetts,5.00K,0.00K
2019,Massachusetts,4.00K,0.00K
2019,Massachusetts,1.50K,0.00K
2019,Nebraska,1.00M,0.00K
2019,New York,1.00K,0.00K
2019,New York,200.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,Texas,3.00K,0.00K
2019,Ohio,10.00K,0.00K
2019,Ohio,0.50K,0.00K
2019,New York,1.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,West Virginia,1.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,10.00K,0.00K
2019,Mississippi,5.00K,0.00K
2019,Nebraska,100.00K,0.00K
2019,West Virginia,0.50K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,10.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,Nebraska,50.00K,0.00K
2019,Nebraska,50.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,50.00K,0.00K
2019,West Virginia,5.00K,0.00K
2019,New York,2.00K,0.00K
2019,New York,2.00K,0.00K
2019,West Virginia,0.50K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,1.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,1.00K,0.00K
2019,West Virginia,0.50K,0.00K
2019,West Virginia,0.50K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,4.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,5.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,Mississippi,4.00K,0.00K
2019,Mississippi,8.00K,0.00K
2019,Mississippi,3.00K,0.00K
2019,New York,2.00K,0.00K
2019,Mississippi,20.00K,0.00K
2019,Mississippi,10.00K,0.00K
2019,Mississippi,4.00K,0.00K
2019,Mississippi,4.00K,0.00K
2019,Mississippi,25.00K,0.00K
2019,Mississippi,10.00K,0.00K
2019,Mississippi,3.00K,0.00K
2019,Mississippi,40.00K,0.00K
2019,Mississippi,10.00K,0.00K
2019,Mississippi,4.00K,0.00K
2019,Mississippi,2.00K,0.00K
2019,Mississippi,15.00K,0.00K
2019,Mississippi,5.00K,0.00K
2019,Arkansas,2.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,Florida,1.00K,0.00K
2019,Florida,1.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,5.00K,0.00K
2019,California,20.00K,10.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,5.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,20.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,New York,15.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Vermont,20.00K,0.00K
2019,New York,15.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,California,25.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,5.00K,0.00K
2019,Florida,3.00K,0.00K
2019,Florida,1.00K,0.00K
2019,Florida,1.00K,0.00K
2019,Florida,1.00K,0.00K
2019,Ohio,25.00K,0.00K
2019,Pennsylvania,15.00K,0.00K
2019,West Virginia,0.20K,0.00K
2019,West Virginia,2.00K,0.00K
2019,Kentucky,2.00K,0.00K
2019,West Virginia,0.50K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,Alabama,0.20K,0.00K
2019,California,15.00K,0.00K
2019,Ohio,50.00K,0.00K
2019,Ohio,20.00K,0.00K
2019,Pennsylvania,5.00K,0.00K
2019,Alabama,0.20K,0.00K
2019,California,15.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,0.50M,0.00K
2019,West Virginia,2.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,West Virginia,1.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,Connecticut,10.00K,
2019,West Virginia,1.00K,0.00K
2019,West Virginia,4.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,0.50K,0.00K
2019,West Virginia,0.50K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,200.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,50.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,1.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,5.00K,0.00K
2019,Texas,17.00K,0.00K
2019,Texas,50.00K,0.00K
2019,Texas,11.00K,0.00K
2019,Texas,7.00K,0.00K
2019,West Virginia,5.00K,0.00K
2019,West Virginia,1.00K,0.00K
2019,Vermont,1.00K,0.00K
2019,West Virginia,1.00K,0.00K
2019,Kansas,50.00K,0.00K
2019,Missouri,10.00K,0.00K
2019,New York,5.00K,
2019,New York,5.00K,
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,West Virginia,2.00K,0.00K
2019,Virginia,1.00K,
2019,Pennsylvania,3.00K,0.00K
2019,Pennsylvania,8.00K,0.00K
2019,Pennsylvania,5.00K,0.00K
2019,Pennsylvania,10.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,New York,10.00K,0.00K
2019,Kentucky,1.00K,0.00K
2019,Virginia,1.50K,
2019,Virginia,3.50K,
2019,Massachusetts,5.00K,0.00K
2019,Pennsylvania,8.00K,0.00K
2019,New York,1.00K,0.00K
2019,Pennsylvania,10.00K,0.00K
2019,Pennsylvania,8.00K,0.00K
2019,Pennsylvania,5.00K,0.00K
2019,Massachusetts,7.00K,0.00K
2019,Massachusetts,2.50K,0.00K
2019,Virginia,1.00K,
2019,Pennsylvania,3.00K,0.00K
2019,Pennsylvania,10.00K,0.00K
2019,Pennsylvania,4.00K,0.00K
2019,Pennsylvania,5.00K,0.00K
2019,West Virginia,0.50K,
2019,West Virginia,1.00K,
2019,Pennsylvania,3.00K,0.00K
2019,Pennsylvania,3.00K,0.00K
2019,Pennsylvania,6.00K,0.00K
2019,West Virginia,50.00K,
2019,Virginia,5.00K,
2019,Pennsylvania,5.00K,0.00K
2019,Pennsylvania,6.00K,0.00K
2019,Pennsylvania,3.00K,0.00K
2019,Florida,0.50K,0.00K
2019,New York,30.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Vermont,20.00K,0.00K
2019,New York,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Georgia,0.20K,0.00K
2019,Mississippi,3.00K,0.00K
2019,Mississippi,2.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Vermont,20.00K,0.00K
2019,Vermont,20.00K,0.00K
2019,Vermont,20.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Mississippi,3.00K,0.00K
2019,Mississippi,10.00K,0.00K
2019,Mississippi,10.00K,0.00K
2019,Massachusetts,31.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,Missouri,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,Florida,6.00K,0.00K
2019,Pennsylvania,3.00K,0.00K
2019,North Carolina,10.00K,
2019,Florida,0.50K,0.00K
2019,Massachusetts,1.50K,0.00K
2019,Virginia,1.50K,
2019,Virginia,0.60K,
2019,Massachusetts,1.50K,0.00K
2019,Pennsylvania,5.00K,0.00K
2019,Virginia,17.00K,
2019,Pennsylvania,3.00K,0.00K
2019,North Carolina,10.00K,
2019,Georgia,1.00K,0.00K
2019,Virginia,7.00K,
2019,Virginia,0.50K,
2019,Pennsylvania,3.00K,0.00K
2019,North Carolina,0.60K,
2019,Massachusetts,1.00K,0.00K
2019,Massachusetts,2.50K,0.00K
2019,Pennsylvania,5.00K,0.00K
2019,Pennsylvania,3.00K,0.00K
2019,Pennsylvania,3.00K,0.00K
2019,North Carolina,45.00K,
2019,Pennsylvania,3.00K,0.00K
2019,Indiana,3.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,Tennessee,2.00K,0.00K
2019,Tennessee,1.00K,0.00K
2019,Tennessee,2.00K,0.00K
2019,Georgia,0.10K,0.00K
2019,Tennessee,15.00K,0.00K
2019,Tennessee,1.00K,0.00K
2019,Tennessee,2.00K,0.00K
2019,Kentucky,3.00K,0.00K
2019,Ohio,100.00K,0.00K
2019,Rhode Island,1.00K,0.00K
2019,South Carolina,50.00K,0.00K
2019,Tennessee,5.00K,0.00K
2019,Kentucky,0.00K,0.10K
2019,Kentucky,1.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Indiana,1.00K,0.00K
2019,Iowa,50.00K,0.00K
2019,Iowa,100.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,4.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,3.00K,0.00K
2019,Iowa,200.00K,0.00K
2019,Iowa,100.00K,0.00K
2019,Florida,15.00K,0.00K
2019,Florida,5.00K,0.00K
2019,California,2.00K,0.00K
2019,Texas,0.00K,0.50K
2019,Texas,10.00K,0.00K
2019,Texas,0.00K,6.00K
2019,Texas,0.00K,3.00K
2019,Georgia,10.00K,0.00K
2019,Arkansas,1.00K,0.00K
2019,Missouri,100.00K,0.00K
2019,Florida,1.00K,0.00K
2019,Idaho,5.00K,0.00K
2019,Ohio,10.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Florida,3.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,10.00K,0.00K
2019,Ohio,3.00K,0.00K
2019,Ohio,10.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,5.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,3.00K,0.00K
2019,Indiana,0.10K,0.00K
2019,Florida,50.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,California,5.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,3.00K,0.00K
2019,Ohio,350.00K,0.00K
2019,California,20.00K,0.00K
2019,Alaska,2.00K,0.00K
2019,Alaska,2.00K,0.00K
2019,Georgia,0.50K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,4.00K,0.00K
2019,Ohio,2.00K,0.00K
2019,Illinois,1.00K,0.00K
2019,Illinois,1.00K,0.00K
2019,Illinois,1.00K,0.00K
2019,Illinois,1.00K,0.00K
2019,Illinois,1.00K,0.00K
2019,Connecticut,1.00K,0.00K
2019,Tennessee,1.00K,0.00K
2019,Tennessee,1.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,5.00K,0.00K
2019,California,4.00K,0.00K
2019,Mississippi,0.50K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,Hawaii,5.00K,0.00K
2019,Hawaii,12.00K,0.00K
2019,Hawaii,15.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,Vermont,1.00K,0.00K
2019,Vermont,1.00K,0.00K
2019,Vermont,1.00K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Arizona,1.00K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,Florida,2.00K,0.00K
2019,Florida,1.00K,0.00K
2019,Georgia,5.00K,0.00K
2019,North Carolina,1.00K,0.00K
2019,North Carolina,1.00K,0.00K
2019,Florida,0.50K,0.00K
2019,North Carolina,1.00K,0.00K
2019,North Carolina,1.00K,0.00K
2019,North Carolina,20.00K,0.00K
2019,Oklahoma,300.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,Oklahoma,3.00K,0.00K
2019,Oklahoma,1.00K,0.00K
2019,California,1.00K,0.00K
2019,California,1.00K,0.00K
2019,Texas,30.00K,0.00K
2019,Nevada,1.00K,0.00K
2019,Rhode Island,3.00K,0.00K
2019,Arkansas,3.00K,0.00K
2019,Florida,20.00K,0.00K
2019,California,1.00K,0.00K
2019,California,1.00K,0.00K
2019,Mississippi,5.00K,0.00K
2019,Tennessee,25.00K,0.00K
2019,Oklahoma,20.00K,0.00K
2019,Oklahoma,1.00K,0.00K
2019,Arkansas,2.00K,0.00K
2019,Arkansas,10.00K,0.00K
2019,Oklahoma,2.00K,0.00K
2019,Oklahoma,1.00K,0.00K
2019,Florida,25.00K,0.00K
2019,Kentucky,5.00K,0.00K
2019,Kentucky,10.00K,0.00K
2019,Kentucky,4.00K,0.00K
2019,Indiana,1.00K,0.00K
2019,Indiana,1.00K,0.00K
2019,Rhode Island,0.30K,0.00K
2019,Rhode Island,3.50K,0.00K
2019,New York,10.00K,0.00K
2019,New York,1.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Ohio,25.00K,0.00K
2019,Ohio,10.00K,0.00K
2019,Kentucky,1.00K,0.00K
2019,Ohio,5.00K,0.00K
2019,Kentucky,1.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,New York,0.50K,0.00K
2019,New York,1.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,South Carolina,0.01K,0.01K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,15.00K,0.00K
2019,New York,20.00K,0.00K
2019,New York,2.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,New York,1.00K,0.00K
2019,South Carolina,0.01K,0.01K
2019,Georgia,0.01K,0.01K
2019,Ohio,2.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,Ohio,3.00K,0.00K
2019,Ohio,3.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,Ohio,1.00K,0.00K
2019,New York,10.00K,0.00K
2019,Oklahoma,5.00K,0.00K
2019,Rhode Island,1.30K,0.00K
2019,Vermont,10.00K,0.00K
2019,New York,25.00K,0.00K
2019,Rhode Island,0.50K,0.00K
2019,Rhode Island,0.20K,0.00K
2019,New York,2.00K,0.00K
2019,New York,2.00K,0.00K
2019,Oklahoma,5.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,New York,25.00K,0.00K
2019,New York,15.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,Ohio,4.00K,0.00K
2019,Ohio,17.00K,0.00K
2019,Oklahoma,5.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,South Carolina,0.01K,0.01K
2019,Ohio,75.00K,0.00K
2019,Rhode Island,3.00K,0.00K
2019,Ohio,8.00K,0.00K
2019,Ohio,5.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Pennsylvania,5.00K,0.00K
2019,Rhode Island,0.50K,0.00K
2019,Rhode Island,0.70K,0.00K
2019,New York,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Connecticut,0.50K,0.00K
2019,Massachusetts,0.50K,0.00K
2019,Massachusetts,0.50K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Massachusetts,0.30K,0.00K
2019,New York,1.00K,0.00K
2019,New York,10.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Oklahoma,15.00K,0.00K
2019,New York,10.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,Oklahoma,80.00K,0.00K
2019,Indiana,1.00K,0.00K
2019,Rhode Island,0.50K,0.00K
2019,Rhode Island,0.20K,0.00K
2019,New York,15.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Oklahoma,20.00K,0.00K
2019,Oklahoma,1.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Massachusetts,2.50K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Rhode Island,0.50K,0.00K
2019,Ohio,2.00K,0.00K
2019,Ohio,6.00K,0.00K
2019,Georgia,10.00K,0.00K
2019,New York,15.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,5.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,Ohio,4.00K,0.00K
2019,Ohio,0.50K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Mississippi,25.00K,0.00K
2019,Louisiana,5.00K,0.00K
2019,Oklahoma,2.00K,0.00K
2019,Oklahoma,5.00K,0.00K
2019,New York,15.00K,0.00K
2019,Ohio,15.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,New York,1.00K,0.00K
2019,Vermont,25.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,New Mexico,500.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,Alabama,15.00K,0.00K
2019,Connecticut,1.00K,0.00K
2019,New York,10.00K,0.00K
2019,Arizona,5.00K,0.00K
2019,North Carolina,0.00K,25.00K
2019,New York,0.50K,0.00K
2019,New York,5.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,15.00K,0.00K
2019,California,1.00K,0.00K
2019,Florida,20.00K,0.00K
2019,Florida,3.00K,0.00K
2019,Florida,50.00K,0.00K
2019,Florida,3.00K,0.00K
2019,Florida,1.00K,0.00K
2019,Florida,5.00K,0.00K
2019,Vermont,10.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Illinois,5.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,50.00K,0.00K
2019,New York,50.00K,0.00K
2019,North Carolina,0.00K,100.00K
2019,Michigan,80.00K,0.00K
2019,Oklahoma,0.20K,0.00K
2019,New York,0.50K,0.00K
2019,Vermont,25.00K,0.00K
2019,California,5.00K,0.00K
2019,California,1.00K,0.00K
2019,California,1.00K,0.00K
2019,Alabama,3.00K,0.00K
2019,Florida,2.00K,0.00K
2019,Florida,10.00K,0.00K
2019,California,5.00K,0.00K
2019,California,1.00K,0.00K
2019,Connecticut,1.00K,0.00K
2019,Massachusetts,2.50K,0.00K
2019,Vermont,5.00K,0.00K
2019,Florida,250.00K,0.00K
2019,California,30.00K,0.00K
2019,Vermont,5.00K,0.00K
2019,Vermont,30.00K,0.00K
2019,Oklahoma,5.00K,0.00K
2019,Mississippi,10.00K,0.00K
2019,Mississippi,10.00K,0.00K
2019,New York,50.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,New York,10.00K,0.00K
2019,Connecticut,50.00K,0.00K
2019,Connecticut,10.00K,0.00K
2019,North Carolina,0.00K,75.00K
2019,North Carolina,0.00K,25.00K
2019,California,1.00K,0.00K
2019,California,5.00K,0.00K
2019,California,2.00K,0.00K
2019,California,1.00K,0.00K
2019,California,2.00K,0.00K
2019,Florida,3.00K,0.00K
2019,Florida,2.00K,0.00K
2019,California,5.00K,0.00K
2019,California,5.00K,0.00K
2019,Massachusetts,2.00K,0.00K
2019,Massachusetts,15.00K,0.00K
2019,Massachusetts,15.50K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Florida,2.00K,0.00K
2019,Oklahoma,10.00K,0.00K
2019,Oklahoma,2.00K,0.00K
2019,Oklahoma,2.00K,0.00K
2019,Oklahoma,1.00K,0.00K
2019,Oklahoma,1.00K,0.00K
2019,Mississippi,35.00K,0.00K
2019,Mississippi,35.00K,0.00K
2019,Louisiana,2.00K,0.00K
2019,New Jersey,10.00K,0.00K
2019,New York,50.00K,0.00K
2019,New York,10.00K,0.00K
2019,Mississippi,45.00K,0.00K
2019,Ohio,5.00K,0.00K
2019,California,100.00K,0.00K
2019,Texas,3.00K,0.00K
2019,Indiana,5.00K,0.00K
2019,California,1.00K,0.00K
2019,California,1.00K,0.00K
2019,California,50.00K,0.00K
2019,California,1.00K,0.00K
2019,California,5.00K,0.00K
2019,Massachusetts,2.00K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Massachusetts,2.50K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Massachusetts,2.00K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Rhode Island,1.00K,0.00K
2019,Rhode Island,2.00K,0.00K
2019,Rhode Island,1.50K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,North Carolina,1.00K,0.00K
2019,Mississippi,20.00K,0.00K
2019,Mississippi,2.00K,0.00K
2019,California,15.00K,0.00K
2019,Texas,5.00K,0.00K
2019,California,10.00K,0.00K
2019,California,5.00K,0.00K
2019,New York,0.50K,0.00K
2019,Massachusetts,3.00K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Rhode Island,1.00K,0.00K
2019,Rhode Island,1.00K,0.00K
2019,Rhode Island,1.00K,0.00K
2019,Rhode Island,1.00K,0.00K
2019,California,4.00K,0.00K
2019,Massachusetts,1.50K,0.00K
2019,Massachusetts,1.50K,0.00K
2019,Massachusetts,1.00K,0.00K
2019,Virginia,2.00K,0.00K
